title,content,date
Breathtaking in its scope and tragic grandeur...,"Coppola's masterpiece is rivaled only by ""The Godfather Part II"" in which the 1940s setting of the first movie is extended backwards and forwards to reveal the corrupting effect of power...The film breathtaking in its scope and tragic grandeur shows two parallel stories extending two different time periods: the early career of young Vito Corleone seen first around the turn of the 20th century in Sicily and then in 1917 building his criminal underworld in the Italian ghettos of New York City post World War I plus that of his son Michael (Al Pacino) desperately trying to keep his family together...Al Pacino's performance is quiet and solemn... He is cold and ruthless with a whole contrast from the idealistic innocent war hero we initially met at the beginning of the first film... Here he's a calculating and frightening force seeking to expand casinos into Pre-Revolutionary Cuba and consolidating an empire surrounded by perfidy and treason maintaining total confidence in his ability to control the situation whether testifying before enraging Senators or trying to outface his worst enemies...The film's haunting final shot of a lonely isolated paranoid Michael in his empty compound is an unforgettable movie scene a tragic portrait of a lonely and fully damned person emotionally empty and finished far from a waspish wife more distant from a faithful lawyer...De Niro's rise from an orphan child by a family feud back in Italy to a hood in New York and his position as a respected Don provides a welcome break from Pacino's relentless attitude... Since the people he kills seem to deserve it Vito comes off better than Michael does and it was wise of Coppola to shuffle the two stories together despite lengthy flashbacks and the disturbance of continuity...The entire cast contributes greatly to the success of the film: Lee Strasberg a fascinating mixture of lust and ruthlessness; G. D. Spradlin absolutely right as the sinister and corrupt Nevada Senator; Michael V. Gazzo unforgettable as the troubled gray-haired informer; Gastone Moschin excellent as the blackmailer in white suit; John Cazale marvelously timid as the vague confused and hesitant Fredo; Diane Keaton clearly irrational as the long-suffering wife Kay; Talia Shire too extravagant as the lousy mother; Troy Donahue too ambitious as the fortune-hunting suitor; and Robert Duvall excels as the confidant and retainer to the all-powerful Corleone family...Coppola's motion picture is not just a mere supply with new characters and events from the original it's a far more complex and intimate movie than its predecessor... It is not really a sequel... It's just more... It cleverly shifts in time between two distinct narratives with extreme realistic violence and criminal mentality of gangsters...",10 March 2001
The Greatest Sequel During the Cinema's History,"""The Godfather Part II"" is excellent just like its predecessor. While the first is arguably the greatest film ever made the second installment is easily the best sequel produced hands down. The film is split between the stories of Michael Corleone (Al Pacino Oscar-nominated) and a young Vito Corleone (Robert De Niro in his star-making first Oscar-winning performance). In the 1950s Michael is trying to expand his crime empire to locales such as Las Vegas Hollywood and even turbulent Cuba. However there are numerous problems as older brother Fredo (John Cazale) may have double-crossed the family. Also two prominent crime bosses pose a considerable threat as well (Lee Strasberg and Michael V. Gazzo both Oscar-nominated). Younger sister Connie (Oscar nominee Talia Shire) is still reeling from her husband's murder and her father's death at the conclusion of the original film. Michael is also distancing himself from his wife (Diane Keaton) and some of his most trusted friends (Robert Duvall). While all this is occurring we get glimpses into the early life of Michael's father (De Niro). We learn that his parents and older brother have been killed in early-1900s Sicily and that he has immigrated to New York. Vito pays his dues and learns the tricks of the trade buying his time before deciding to create his own small empire which would of course grow and become what we saw in the original. It would seem that the film would be confusing by jumping back and forth between Michael and his father but that is not so. Coppola gives you just enough information to keep the audience intrigued through each segment. The film is very well-made and runs very smoothly even though it lasts over 200 minutes. Many think that this installment is the best of the series. Even though I still think that the original is the best I cannot totally disagree with this assertion as this is the definitive sequel. 5 stars out of 5.",13 October 2001
A masterpiece that can never be beaten...,"One of the all time greats. Or probably the alone greatest thing ever made in the history of cinematography. This movie is both ""prequel"" and ""sequel"" of the first godfather movie. I have never watched anything like this in my entire life. This movie has explained the life of underworld people in a great way. It also shows how vengeance eradicates happiness from your life. People don't even care about their family in greed of power. It's a masterpiece that can never be written off even after centuries. Even if you are not into these kind of movies I will suggest to watch it for atleast once in your life or you'll be deprived of one of the greatest things to watch that have been ever made.",9 August 2019
The Greatest Film Ever Made,"The original Godfather is a brilliant work. It is in a sense a voyeuristic delight allowing us to see the mafia from the inside - we become part of the family. It single-handedly change the world's view of organized crime and created a cast of sympathetic characters none of whom have a shred of common morality. It was the highest grossing movie of its time and Brando created a cultural icon whose influence resonates as strong today as it did in 1972.As extraordinary an achievement as this is Part II is even better. It easily receives my nod as the best picture ever made. I have seen it at least 20 times and each time its 200 minutes fly by.The movie uses flashbacks to brilliantly weave two tales. The main story is the reign of Michael Corleone as the world's most powerful criminal. Now reaping the benefits of legalized gambling in Las Vegas Michael is an evident billionaire with an iron fist on a world of treachery. Behind this Director Francis Ford Coppola spins the tale of the rise of Michael's father Vito to the center of the New York mafia. It is these scenes that make the film a work of art. Without spoiling I will simply say the Robert DeNiro as the young Vito is the best acting performance of all time a role for which he won a richly deserved Oscar.The screenplay is full of delicious little underworld nuggets (""Keep your friends close ....."" ""I don't want to kill everyone just my enemies"") while it blows a dense twisted plot past you at a dizzying and merciless pace. The cinematography is depressing and atmospheric. The score continues in the eerie role of its predecessor foretelling death and evil.All of this makes the movie great and infinitely watchable. But it's what's deeper inside this film ... what it is really about ... that is its true genius.The Godfather Part II is not really a movie about the mafia it is a movie about a man's life long struggle. Michael controls a vast empire that is constantly slipping out of his hands. He grows increasingly distrustful and paranoid and even shows signs that he hates his own life. Michael almost seems to resent the fact that he is a natural born crime lord a man who puts the family business ahead of everything.The great Don Michael Corleone can never come to terms with one simple fact.... his father's empire was built on love and respect Michael's empire is built on fear and violent treachery.See this movie. It's three-and-a-half hours very well spent.",7 May 1999
"Terrific continuation of the ""Godfather"" series; to call it a ""sequel"" almost seems insulting...","This sequel is just as terrific as the first film if not more so. I hesitate to call it a sequel as ""sequel"" is quite simply the wrong word I am looking for. A film like ""The Matrix Reloaded"" is a sequel - ""The Godfather Part II"" is something more. It's just too good to be called a sequel.The film won six Oscars in 1974 including Best Picture and Best Supporting Actor (Robert De Niro). It deserved every one. It involves the viewer from the start and never lets up. Particular aspects I enjoy in this film are the flashbacks to Don Vito Corleone as a child immigrating to New York City after social problems in his homeland Sicily. I like the intertwining of Michael Corleone (Al Pacino) his son in present day dealing with his crime inheritance and Vito (Robert De Niro) his father years ago. I like how as Michael comes to terms with his family legacy the film shows us Vito coming to terms with his future. The day he shoots that man in a gritty apartment complex is a turning point in his life. Every actor is in top form here. Al Pacino has gradually made the move from a man who denies his future to a man who is accepting it. His character is the spotlight of this film much more so than in the first film (though both center around his decisions).Robert De Niro is particularly wonderful and convincing as a young Vito Corleone who was of course played by the constantly-spoofed Marlon Brando in the original. De Niro takes an iron grip on his character and completely engulfs himself; this was in 1974 the sign of an actor who would go places. Indeed he did.Coppola's magical sense of direction is at work here as is the script by Coppola and Mario Puzo (whose novels the series is based upon). The original was a wonderful film but the sequel presents more of a challenge. Flashbacks are often intercut in the middle of other films are awkward times but in ""The Godfather Part II"" Coppola uses them at precisely the right moments managing to careen in and out of scenes and time periods with free abandon.It takes a great kind of skill to master something like this much less a sequel to one of the most beloved films of all time. ""The Godfather"" was an instant classic upon its release in 1972. Coppola had two years to plan for his continuation of the film. People told him it wouldn't work he would never beat the original and he would never pull it off. But he showed them all. ""The Godfather Part II"" may well be the best sequel I have ever seen in my entire lifetime. I wish they were all this good. To call it a ""sequel"" almost seems insulting.",23 August 2003
Best gangster dramas of all time arguably,"""The Godfather: Part II"" is a very suspenseful drama with a very exciting story with great acting and great special effects. I would definitely recommend you watch this movie...but first watch the original classic from 1972 ""The Godfather"" . The movie may not be as good as the first movie but is still an amazing sequel.",23 February 2020
One of the greatest sequels ever made,After seeing The Godfather and improving it as one of my favorite films I wanted to get more into The Godfather so I rented this. Words can't describe how great this sequel was. The acting once again was amazing and the story and how the movie went on just never got me bored. Everything in this movie was clearly beautiful. The ending by far was my favorite when there all sitting at the table talking. There were so many great scenes like Vito when he was younger Fredo at the lake and many many more. You have to see this movie because it's just brilliant filmaking. It's not better than it's first film but still an extremely worth sequel.10/10,12 September 2004
"""Michael I Never Wanted This For You.""","Nino Rota's musical score plays an even greater role in this equal but different successor than it did in the predecessor. Yearning lamenting stimulating bygone ages see how infectiously Nino Rota's music affects our sentiments for the savage events on screen. It is the pulse of the films. One cannot imagine them without their Nino Rota music. Against all our realistic deduction it guides us to how to feel about the films and condition us to understand the characters within their own world. Throughout the Corleone family's many criminal actions we understand that one doesn't have to be a monster in order to live with having done them.In what is both a dual expansion of its predecessor and a masterpiece of juxtaposition in itself we see Michael Corleone forfeit his remaining shreds of morality and become an empty shell insecure and merciless. As his father quietly knew in his latter days would be so Michael has lost sight of those values that made Don Corleone better than he had to be and has become a new godfather every bit as evil as he has to be. The score with its tonal harmony its honeyed and emotional aesthetics is sad and music can often evoke emotion more surely and subtly than story. Consider several operas with ridiculous stories and lyrics yet contain arias that literally move us to tears.The devolution of Michael Corleone is adjacent with flashbacks to the youth and young manhood of his father Vito played with paternal home-loving subtlety by Robert De Niro. These scenes in Sicily and old New York at the turn of the century follow the conventional pattern of a young man on the rise and show the Mafia code being burned into the Corleone blood. No false romanticism conceals the necessity of murder to do business. We don't look at Vito as a victim of his environment but a product of the depiction of the resorts to which the Italian culture had turned initially to both protect their homeland and protect their livelihood as immigrants who came to America to be paid less than the blacks.The film opens in 1901 Corleone Sicily at the funeral procession for young Vito's father who had been killed by the local Mafia chieftain Don Ciccio over an insult. During the procession Vito's older brother is also murdered because he swore to avenge his father. Vito's mother goes to Ciccio to beg for the life of young Vito. When he refuses she sacrifices herself to allow Vito to escape. They scour the town for him warning the sleeping townsfolk against harboring the boy. With the aid of a few of the townspeople Vito finds his way by ship to Ellis Island where an immigration agent mishearing Vito's hometown of Corleone as his name registers him as Vito Corleone. From this very opening and the events that gradually follow we see that Vito's damnable early experiences have enhanced his sense of family and his experience of revenge as a necessity was passed on to Vito's sons.The life of young Vito helps to explain the forming of the adult Don Corleone. As his unplanned successor Michael his youngest child transforms we hark back to why when his true desire is to make the Corleone family completely legitimate he feels that he must play the game by its old rules. His wife says ""You once told me: 'In five years the Corleone family will be completely legitimate.' That was seven years ago."" What we have are two all-too-real narratives two superb lead performances and lasting images. There is even a parallel between two elderly dons: Revenge must be had.I admire the way Coppola and Puzo require us to think along with Michael as he feels out fragile deliberations involving Miami boss Hyman Roth his older brother Fredo and the death of Sonny in the previous film. Who is against him? Why? Michael drifts several explanations past several key players misleading them all or nearly. It's like a game of blindfolded chess. He has to envision the moves without seeing them. Coppola shows Michael breaking under the burden. We recall that he was a war hero a successful college student forging an honest life. Ultimately Michael has no one by whom to swear but his aging mother. Michael's desolation in that scene of dialogue informs the film's closing shot.So this six-time Oscar-winning three-and-a-half-hour gangster epic is ultimately a dreary experience a mourning for what could've been. It is a contrast with the earlier film in which Don Corleone is seen defending old values against modern hungers. Young Vito was a murderer too as we more fully understand in the Sicily and New York scenes of Part II. But he was wise and diplomatic. Murder was personal. As Hyman Roth says ""It had nothing to do with business."" The crucial difference between the father and son is that Vito is cognizant of and comprehending the needs feelings problems and views of others and Michael grows in the very opposite direction. Whereas the first movie was a taut ensemble piece this second part is a more leisurely film that closely studies only these two characters neither of whom share scenes with each other. Everyone else is periphery.It must be seen as a piece with the consummate mastership of The Godfather. When the characters in a film truly take on a simulated environmental existence for us it becomes a film that everyone who cherishes movies to any extent should see at least once.",22 February 2009
One of the greatest films ever made.,To say that this film is a sequel is a sin. Al Pacino and Robert de Niro win the Oscar for this film Robert de Niro's performance as Vito Corleone is perfect every scene in which this one is perfect. Al Pacino as always perfect and unlike the first film he is much better.PROS:EVERYTHING. The script the direction the cast the performance everything in this film is perfect and its 3 hours are worth it.CONS:NOTHING. This movie is perfect.,6 October 2019
To call it a sequel is a travesty,This movie is way to be good to be labelled a sequel to The Godfather . Rather it is more of a companion piece to the original and the two perfectly compliment each other . IT is both a sequel and prequel showing the rise of the young vito and moral decline of Micheal . Both characters are brought to life with uncanny ability by Robert DeNiro and Al Pacino . To say that these two are good actors is like saying that a nuclear bomb makes a loud noise and in this movie they prove why they are at the top of their respective crafts .Al Pacino is the standout in the ensemble cast and its amazing how his eyes have changed from the first part . They are now cold  ruthless and unemotional and betray the price which Micheal Corleone has paid for power .Watch this movie and learn why it is the greatest gangster film of all time.,9 May 2001
