title,content,date
A Magnificent Timeless Tale of Ambition Manipulation and Betrayal - Certainly One of the Best Classics Ever,"The ambitious Eve Harrington (Anne Baxter) gets close to the great and temperamental stage artist Margo Channing (Bette Davis) and her friends Karen Richards (Celeste Holm) and her husband the play-writer Lloyd Richards (Hugh Marlowe); her boyfriend and director Bill Sampson (Gary Marrow); and the producer Max Fabian (Gregory Ratoff). Everybody except the cynical critic Addison DeWitt (George Sanders) believe that Eve is only a naive humble and simple obsessed fan of Margo and they try to help her. However Eve is indeed a cynical and manipulative snake that uses the lives of Margo and her friends to reach her objectives in the theater business.""All About Eve"" is a magnificent timeless tale of ambition manipulation and betrayal and certainly one of the best classics ever. Everything perfectly works in this movie: the direction is very precise and tight; dialogs are very acid and intelligent; Bette Davis Anne Baxter George Sanders and Celeste Holm have awesome performances in very powerful characters; the dramatic story is amazingly good showing what an evil person can plot to reach fame and success. I believe this movie will always be among my ten favorite movies ever. My vote is ten.Title (Brazil): ""A Malvada"" (""The Wicked"")",17 October 2005
Wow an 11 if possible!,"All About Eve is my idea of a perfect film(and I am 17) beautiful and brooding at the same time. People consider this as one of the finest films ever made and I cannot disagree. This and Shawshank Redemption are actually films that deserve to be in the top 250. The black and white cinematography is gorgeous and the script is sharp and focused with great lines such as ""Fasten your seat belts it's going to be a bumpy night"". The direction is excellent and this is further advantaged by a terrific cast a very good subject matter and sumptuous costumes. I couldn't help being captivated by Bette Davis's performance as Margo Channing her presence in the film is actually the film's main merit. Davis was an incredible actress and while not exactly pretty compared to Maaureen O'Hara and Rita Hayworth and not very easy to work with at times she always brought a sense of command to all her roles especially in this film. I still think that All About Eve is her best film I honestly do and she is well supported by a terrific supporting cast with the likes of the idealistic Anne Baxter and the suave George Sanders. All in all a beautiful film that is a must-see if you haven't seen it already. It is quite long but it is well worth watching for Davis's performance. 10/10 Bethany Cox",4 June 2009
Just Brilliant!,"Brilliantly acted and cleverly characterized with sparkling dialogue that mercilessly parries the gloss from the New York theater world's highly sophisticated veneer ""All About Eve"" is a scintillating comedy of manners that compels rapt attention for the whole of its 2¼ hours. We like George Sanders pointing out Gregory Ratoff to his escort Marilyn Monroe (whom the script describes as ""a member of the Copacabana school of acting"") with the words: ""There's a real live producer honey! Go and do yourself some good!"" And the final scene in which Sanders asks Barbara Bates ""Do you want some day to have an award like that of your own?"" — ""More than anything else in the world!"" she answers. ""Then you must ask Miss Harrington how to get one"" he replies. ""Miss Harrington knows all about it!""It is often complained of Mankiewicz's work that it is too stagey and too talkative that there is not sufficient movement. There is some justice in this charge in the consideration of such films as Five Fingers The Quiet American House of Strangers and Dragonwyck; certainly Mankiewicz's two spectacles Guys and Dolls and Cleopatra are much improved by sharp editing. But in his best films The Late George Apley A Letter to Three Wives All About Eve People Will Talk (which I regard as his masterpiece — it was too off-beat unfortunately for contemporary audiences or critics to appreciate) and The Barefoot Contessa any trace of over- talkativeness is more than offset by the range and variety the unusualness of the characters. Moreover it is the characters themselves that determine the plot — not the fate or some external force.Thus in All About Eve Margo Channing is the victim of her egocentricity Sampson the victim of his own cynicism and Richards the victim of his own ingenuousness. Eve Harrington is cunning and ruthless enough to exploit these traits in her climb to stardom. Besides Mankiewicz's two awards All About Eve also won statuettes for Best Picture Best Supporting Actor (George Sanders) Best Costumes and Best Sound Recording. Also producer Darryl Zanuck won the Thalberg Memorial Award for consistent high-quality production over the previous three years.The film also won the New York Film Critics' Citation for Best Picture Best Direction and Best Actress (Bette Davis). Actually I thought that Miss Davis' performance fine as it was was overshadowed by Anne Baxter's interpretation of the scheming Eve. To cover with a winning veneer of innocence a character that would not stop at blackmail or adultery to win stardom cannot have been an easy assignment for a young actress; yet Miss Baxter brought it off flawlessly.OTHER VIEWS: I'd had the general idea for All About Eve in mind for a long time. But I never had a middle a second act. Then our New York office submitted a short story by Mary Orr called ""The Wisdom of Eve"" — later a radio script — and I had my second act. Incidentally Zanuck deserves some credit for what happened. He was the only studio head in town with the courage and intelligence to try new things. I don't think I could have made this picture on any other lot but 20th Century- Fox. -- J.L.M.",30 August 2017
Superb Acting And Dialogue,"What a movie! It's the cinematic ideal the standard by which subsequent films are judged at least in terms of acting and dialogue. Maybe the camera which does nothing but sit there as the actors act could have been made a little less static. But the story screams stage play which implies lots of talk and not much ""action"". The film doesn't pretend to do all things. But what it does do it does extremely well.As Margo Bette Davis gives what I would consider one of the best performances if not the best performance in any film I have ever seen. She truly becomes Margo that ""fixture of the theater"" so beloved yet so insecure. And as Eve ""the mousy one with the trench coat and the funny hat"" breathy Anne Baxter proves adept at subtleties that allow her character to change gradually over time.Then there's George Sanders who effortlessly slips into the role of witty urbane pompous Addison DeWitt columnist magnifico a man whose high opinion of himself allows him to declare to us as viewers that he is ""essential to the theater"". Celeste Holm and reliable Thelma Ritter give topnotch performances as well.And the Mankiewicz script which tells the story of a group of theater people is heavy on dialogue but it's totally believable as characters talk shop and interrelate by means of suitable verbal conflict and subtle subtext. Even more than that the dialogue is witty and clever with tons of theatrical metaphors like when Bill (Gary Merrill) angrily tells Margo: ""And to intimate anything else doesn't spell jealousy to me it spells a paranoid insecurity that you should be ashamed of."" To which Margo just as angrily spits out: ""Cut print it what happens in the next reel? Do I get dragged off screaming to the snake pits?""One of my favorite scenes has several people sitting on a stairway at a party. A curvaceous but bird-brained Miss Casswell (Marilyn Monroe) ""from the Copacabana school of acting"" desires another drink. ""Oh waiter!"" she yells out. Addison schools her: ""That isn't a waiter my dear; that's a butler."" To which she fires back: ""Well I can't yell 'Oh butler' can I? Maybe somebody's name is Butler"". Addison then concedes: ""You have a point an idiotic one but a point.""I'm not sure I really like the characters in this film. Generally they're self-absorbed vain haughty and backbiting. They're not all that likable. And that would be my only serious complaint.Otherwise ""All About Eve"" is a film that excels at great language and great acting. If ever there was a film that deserves the status of ""classic"" this is surely it.",20 February 2010
All About Great Writing and Great Acting...,"In show business there is probably an Eve Harrington born every day. Someone who butters up to a performer of note acting innocently revealing none of the coldhearted ambition they really have. Anne Baxter plays this type of person to a tee. She looks like a baby-faced fan but little do we know there is a fame machine at work in her mind. Bette Davis as Margo Channing star of the stage is a veteran who has seen it all. She is quite the egotist. Margo is a brilliant actress and she knows it. Eve discovers her blind spot and moves in on her like a quiet storm. This is the premise of ALL ABOUT EVE Joseph L. Mankiewicz's masterpiece of sly wit and subtle manipulation. Mankiewicz also wrote the picture (winner of the Best Picture Oscar of 1950) with such skill the talented cast need only to memorize the lines and deliver them with the proper technique.The performances are great regardless especially by Bette Davis and the always detested George Sanders one of my favorite actors of the Golden Age of Hollywood. The film is narrated initially by Sanders who plays a ruthless swine of a theatre critic then by Celeste Holm the wife of Eve and Margo's playwrighter then Bette Davis in the performance of a lifetime. The movie is about 90% dialogue much like a play. The words are so crisp and sharp you never sway or lose interest. These characters are just too interesting. Bette Davis has a cavalcade of unforgettable dialogue. ""Fasten your seatbelts. Its going to be a bumpy night!"" This is the one everyone remembers but I would be remiss to get into any others.The picture runs well over 2 hours but it doesn't seem like enough. Mankiewicz could've held a seminar of screenwriting by showing this. George Sanders is the only actor of the roster to bring home an Academy Award and rumor has it Davis and Baxter who was just 27 at the time were feuding during much of the shoot and lusted the Oscar. Time has been very good to the film as well. 1950 was a wonderful year for movies and ALL ABOUT EVE's artistic equal that year was the equally well-written SUNSET BOULEVARD which took us behind the scenes of a tainted Hollywood. EVE takes on theatre and treats Hollywood like an afterthought. There are many references to the film industry usually involving the scenes with Margo Channing's boyfriend who is attempting to make a career on the silver screen.The movie is highly unpredictable especially the last scenes which tie the ideas of the story up. There is an Eve everywhere and each character gets what he or she deserves. Fasten the belts and listen up. This is screenwriting at its finest.",20 March 1999
Just a perfect film and I know nothing about the theater.,And you really don't need to know about the theater because it is ultimately about the many facets of human nature.I absolutely adore this movie. It helps when I love Bette Davis but this is something altogether different from your run-of-the-mill drama much less your typical Bette Davis melodrama. First and foremost the screenplay is quite simply one of the best ever written alongside Network and a few others. Mankiewicz's tremendous knack for biting language is glorious. He had shown shades of this gift in his screenplay for A Letter to Three Wives the previous year but this screenplay is something else.A screenplay nevertheless can't singlehandedly make a film as brilliant as this. Mankiewicz pairs his writing with superb direction and the performances are splendid. Davis gives almost undoubtedly the best performance of her illustrious career as the aging Margo Channing and Anne Baxter turns in a quite good performance that sneaks up on you before her character Eve Harrington falls prey to herself. Celeste Holm is great as the conflicted friend of both Margo and Eve Karen Richards. Thelma Ritter delivers a funny yet powerful performance as Birdie a part that is inconsequential at first glance. My favorite performance however is the absolutely magnificent supporting performance given by George Sanders as the cynical sardonic conniving journalist Addison DeWitt. His voice is perfect and his cane and cigarette holder are forever etched in my memory. Hugh Marlowe as Lloyd Richards is really a blank though a better casting choice probably would have resulted in a more complex interpretation of this admittedly bland character.It's rather ironic when Margo confides to Karen that she wants Bill (Gary Merrill) to love her the woman not the actress because the actress will fade with time. Eve worries over the difference in their ages Eve being eight years older than Bill. Bette Davis and Gary Merrill did get married and though it lasted longer than Davis' other unions it ultimately failed. Davis later said that their mistake was that they thought they were marrying the characters in the film and when the film faded into the past there was no basis for a relationship.,7 October 2021
two great performances,In June actress Eve Harrington (Anne Baxter) is the youngest to win the Sarah Siddons Award. Flash back to October shy Eve is waiting outside of the theater for Margo Channing (Bette Davis) after her lead performance. The playwright's wife Karen Richards notices her there as always after every performance and invites her backstage. The obsessed fan tells them that she lost her husband in the war. Eve insinuates into Margo's life first by moving in and then becoming her assistant. Slowly Eve schemes to undermine Margo and take over her place.This is one of Bette Davis' greatest role. She is pitch perfect as the aging star. Then there is Anne Baxter who personifies innocence at the start. It's a bit of a shock to see her spiral in her ambitions. It dawns on the audience that they've been had. These two great performances anchor a compelling story of the rise and fall of stardom.,29 July 2015
A Miracle Of A Movie,"What a genius Joseph L Manckiewicz was. A literary script that is totally accessible. A melodrama for the thinking man. A film that is as engrossing and entertaining every time you see it. Bette Davis touches all the raw nerves of her mythological career. Anne Baxter never went this far. Thelma Ritter became a sort of icon. Marilyn Monroe gives us a preview of forthcoming attractions as a graduated from the ""Copacabana"" academy of dramatic arts. Celeste Holm represents us all of us and George Sanders creates a prototype for a cultured monster that is immediately recognizable. I don't recall another film in which the nature of selfishness is so wittily dissected. A total triumph.",19 March 2004
***** Perfect!,Here's perfect writing if ever a movie ever had it-where did Joseph L. Mankiewicz come up with these people? Who would have thought he could not only revive Bette Davis' career with her greatest-ever role but actually make her even more fascinating than she ever was before? Davis plays famous and established actress Margo Channing a self-centred and tough but vulnerable woman who is purused relentlessly by Eve Harrington (Anne Baxter) a seemingly innocent woman who worships Channing-she even becomes her personal assistant. However her devotion soon becomes sinister and Margo lets her friends know though they just think she's being selfish and unfair. Celeste Holm is excellent as Margo's best friend who at first is on Eve's side but eventually sees how conniving Eve can be and how ruthless she is in climbing to the top. The party scene early on in the film features some of the film's best lines (`Fasten your seat beltsit's going to be a bumpy night!') though my personal favourite is when Davis tells Baxter to put her award `where you heart should be'; Margo Channing is just about the best female character of the fifties. Features Marilyn Monroe in an early role.,27 March 2001
A masterpiece of old-style theatre back-stabbing with a cherished hand-picked cast.,"THE definitive saga of backstage brouhaha ever dished out by Hollywood. A triumph of screen-writing never will one see such ripe acrid dialogue spewed out like this again -- every indelible scene gloriously stained with classic one-liners. An actress wanna-be looking for her big break carefully worms her way into the glamorous life of a legendary Broadway star then tries to supplant her privately and professionally.A sterling incandescent cast provides the fire and music to this concerto of theatre attitude. Bette Davis knew she was handed a dream role when she was cast as Margo Channing the indomitable diva caught up in the throes of mid-life crisis both on- and off-stage. Not willing at all to deal with it tactfully she makes life a living hell for anyone within knife-throwing distance. This juicy once-in-a-lifetime part turned Davis' own flagging middle-aged career back on its feet especially coming on the heels of one of her biggest ""dumps"" ever ""Beyond the Forest."" Remarkable as it may seem Bette was not the first choice here replacing an injured Claudette Colbert. With all due respect to Colbert Bette Davis was BORN to play Margo Channing. A mauling lioness one minute a coy declawed pussycat the next Davis relishes every wickedly bitchy scene she gets to tear into. Yet in her more introspective moments she evokes real sympathy for Margo (as only a true star can) especially when her character missteps. It's a resounding victory for the Queen Bee in every way shape and form.Her ""supporting cast"" also manage to create a buzz of excitement. Gary Merrill and Hugh Marlowe known for their relative blandness are splendid here in their respective roles as queen bee's lover and playwright. While Merrill's Bill Sampson tames Margo the woman with gutsy directness and virile passion Marlowe's Lloyd Richards appeases Margo the star with flattery great dialogue and a calm resolve. Worth watching then are their fireworks scenes with Margo when intelligence and restraint no longer work. Debonair George Sanders gives customary snob appeal and dry cynicism to his waspish ultimately loathsome columnist Addison DeWitt who swarms around Broadway's elite knowledgeable in the fact his lack of heart and poison pen yield exclusive rights and power. The most sensitive and sensible one in the collective bunch the one lacking a true stinger is Karen Richards (played wonderfully by Celeste Holm) Margo's best friend and confidante who finds herself caught between the queen and a hard place when she accidentally makes a pact with the devil. Thelma Ritter couldn't be overlooked if she tried. An inveterate scene-stealer she weathers strong competition this time in a movie crammed with clever conversation and pungent zingers. As coarse but well-meaning Birdie Coonan a brash ex-vaudevillian now the queen's ever-loyal ""drone"" Ritter's character properly handles her boss's antics with amusing grit and backbone. On the periphery of this Broadway beehive is mop-faced Gregory Ratoff as an edgy gullible thick-accented producer Marilyn Monroe as a hopelessly vacuous starlet and Barbara Bates as a novice schemer with a very bright future all making their few scenes count -- especially Bates who is forever enshrined in the film's stunning final shot.The chief thorn in Margo's (and everybody's) side and the other real star of this picture is the queen's titular lady-in-waiting Eve Harrington. As played by Anne Baxter this role is probably the most delicate and difficult of all for the weight and believability of this drama falls squarely on her shoulders. Unfairly overlooked all these years by the flashier posturings of Davis Baxter does a beautiful job of drawing initial pathos then panic as she slowly unveils her own lethal stinger. By film's end Baxter is directly on par with her scenery-chewing co-star. Killer to killer. Champion to champion.Six Oscars including Best Picture Best Director (Joseph L. Mankiewicz) Best Screenplay (also Mankiewicz) and Supporting Actor (George Sanders) went to this cinematic bon mot. Had Bette Davis and Anne Baxter not competed as Best Actress (Baxter refused to place herself in the Supporting Actress category) it would have drummed up two more awards to be sure.Developing a faithful cult following over the years this film deserves to be on everybody's ""top ten"" list.",22 February 2001
