title,content,date
just superb,"Greetings again from the darkness. You know what it's like when people start talking about some great new restaurant that just opened (think back to pre-pandemic)? And then you start to hear your friends and co-workers raving about it ... best 'steamed broccoli' (ok insert your favorite entrée) I've ever tasted! Having been burned many times with high expectations you remain skeptical but make the reservation. Well that's been me with ""Hamilton."" For almost 5 years the hype was just too much. Surely folks were caught up in the frenzy and peer pressure was such that no one would admit it wasn't all that. So now I'm here ... throwing myself at the mercy of the Theater Gods. Thanks to Disney Plus I only needed to invest a little (ok a lot) of time rather than a few hundred dollars for a ticket. This is me humbly admitting I was wrong. The show is fantastic and I only wish my first viewing had been a live performance.Unfortunately (because of what I mentioned above) this can't be a comparison of a live stage performance and the film version. Instead this will briefly outline what I noticed in the movie. First and I believe this is key the original stage director Thomas Kail is back to direct the film. It should be noted that the film version is a blend of a couple of recorded live shows plus some recorded songs seamlessly edited in. This is the original cast doing what they do best and the edits are imperceptible. Second the main cast is filled with dynamic performers. In many stage shows one or two actors are head and shoulders above the others. Not so here. At a minimum the top seven actors are as skilled and fun to watch as any you've seen. Third this is a true musical in that the songs drive the story. Some of the early songs require serious concentration to catch the lines but even if you miss some lyrics the gist of what's happening is pretty clear. These aren't so much catchy sing-along types but you'll easily recall the scenes when you hear the songs again at a later date. We see a perfect melding of music-performance-story.Of course most everyone knows that Lin-Manuel Miranda is the creative force behind the show. He credits writer Ron Chernow's book on Alexander Hamilton as the inspiration for the production but it's Mr. Miranda that appeared on every talk show for a couple of years and he also performs as Alexander Hamilton. Daveed Diggs has dual roles as the flamboyant Marquis de Lafayette and the equally flamboyant (at least here) Thomas Jefferson. Renee Elise Goldsberry takes over the stage with her powerful voice as Angelica Schuyler and Chris Jackson is a dominating physical presence as George Washington. Jonathan Groff (from ""Mindhunter"") is absolutely hysterical and unforgettable as King George III both through song and strut. Everyone will have their favorite performers and truly they are all exceptional and I'd like to point out the two that took my breath away. Phillipa Soo as Eliza Hamilton has a pristine voice that will bring tears to many eyes. She may not be as involved with the political elements of the story but in the most emotional moments she is front and center. Lastly the passion Leslie Odom Jr brings to his role as Adam Burr is beyond description. He may be the ""villain"" but he makes Burr accessible and easy to understand ... plus Odom is a terrific singer and performer and he lights up the stage.It's easy to overlook the dance and stage choreography since it's never over-the-top but the dancers are terrific and the performers make great use of the single set - although props are regularly brought in and taken away. Perhaps what really makes this click as movie entertainment is the expert use of cameras and editing. We see the full stage when we should and we are offered close-ups when it's most effective. I do hope to catch the live show at some point but if my Hamilton experience is limited to this cinematic version well ... ""that would be enough.""",4 July 2020
Grateful for the captions the pause button and Wikipedia.,I started watching this out of curiosity and to say I have seen it being the cultural touchstone that it is. At first I was a little detached not liking the songs too much and thinking I would probably just skip through to end in a minute. I couldn't stop watching and it really sucked me in. I have to say I'm not sure I would have enjoyed it at all live in the theater. I benefited greatly from the captions and the ability to put it on pause to consult Wikipedia from time to time. The lyrics were so clever and really told the story. I ended up very moved and almost cheering at the end. Of course now that I am familiar with the story I would love to see it live and would enjoy it immensely. But I would strongly recommend this for a first time viewing. I will definitely re-watch. And probably again and again.,4 July 2020
Musical history,'Hamilton' was a major surprise for me when seeing and hearing it. Music is such a big part of my life being now a semi-professional singer and raised into a musical family and am a fan of musicals especially the golden age ones. History was also one of my favourite and best subjects in most of my up and down school life until it didn't work out in sixth form when my confidence went and my comprehension and drive worsened. So having a musical to combine the two immediately intrigued me despite not being the biggest fan of the dominant styles here (was raised on classical music and opera personally).That is what was meant when saying that 'Hamilton' was a major surprise. Hearing that a filmed version of a production was coming to Disney+ which has been a much needed distraction there was no doubt in my mind about seeing it. So that the mix of history and music the meaningful and relevant lyrics the brilliant performances and the energy and heart it has can be revisited again. It does play fast and loose with history blame that on the musical and not the production sure and the style(s) of music that dominates the score here are not my first choices usually but actually for its entertainment value emotional impact and how well crafted it is as an overall whole 'Hamilton' was a real winner. As was this production. Which was very much needed after suffering through 'Artemis Fowl' a musical surprise adapted masterfully and so accessibly and through a particularly unsettling time in a terrible few years.It the production that is looks great. The sumptuous and true to the respective periods costumes especially and the setting is not too elaborate or overblown while still never looking cheap. Personally thought that the production was very well filmed certainly compared to other filmed productions of musical theatre opera and ballet seen and have seen many of each (being a major fan of all three). It made me feel like a member of an audience seeing it live expect seeing it far more accessibly in terms of money and locations. Which is what is so great about these live/streamed performances and they have proven to be invaluable. Of which 'Hamilton' has been a big highlight.Musically 'Hamilton' is on point. Those that don't like the styles are best staying away unless wanting to see what the hoopla is all about but as someone that saw it with an open mind and wanting to stretch even more my musical horizons 'Hamilton' made me appreciate hip hop and rap much more because they were so well done in their own way. When they are well done and not too repetitive or preachy yes it is dependent on how they're executed in my view rather than any bias towards the styles that is when it is easy to appreciate them and that is what 'Hamilton' excels so well in. Also found it very well accompanied.What also comes over brilliantly is how 'Hamilton' is written. The musical and performance are very song heavy which some may not like dependent on what your feelings on musicals hip hop and rap are (some love it others hate it and it is all down to taste which is fair enough). Found the melodies very clever and easy to remember amazing considering how many there are and not an easy thing to achieve these days. It was the lyrics though that made a bigger impression on me these lyrics were vastly entertaining and also at times quite emotional but what is just as admirable are their honesty and how relevant they are. These are lyrics that are likely to connect for many and from the sounds of it have done. Historically it is far and loose but that didn't matter for me being somebody that watched not expecting a history lesson. 'Hamilton' does very well at making people more interested in history and the particular time periods depicted that is from my experience from seeing it with people that felt exactly the same as me. What is great about this production is how it does so well in being true and capturing the spirited energy and heart of the musical itself which is what filmed adaptations of musicals in my mind should do.Really loved 'Hamilton's' performances. Have seen both love and hate for Lin Manuel Miranda's performance. Personally loved his work here he was very heavily involved in making 'Hamilton' work his dilligent efforts very much obvious here and he gives the equivalent of the performance of his life here. He is charming and has great authority and comic timing and really do disagree that he doesn't have singing ability he proved in 'Mary Poppins Returns' in my view that he could and he does great in this regard too. Dramatically he is the stuff of legends as is the joy that was Leslie Odom Jr. Daveed Diggs brings tremendous energy in Act 2 especially and Jonathan Groff is absolutely hilarious here. Phillipa Soo and Renee Elise Goldsberry shouldn't be overlooked either Soo is especially good. Okieriete Onaodowan has great chemistry with Diggs and holds his own against him when they're together especially as Madison.Concluding truly brilliant in my view. It won't be for all tastes but even if one is put off by the first twenty minutes if not knowing what to expect my advice really is to stick with it. It is not worth certainly not bragging about turning it off about 15 minutes or something that is the equivalent of barely seeing it. One of the easiest 10/10's given recently.,13 July 2020
Really enjoyed it,I am not even a fan of musicals but this is excellent. The songs are great as they are upbeat and modern. The production acting stage set up and the story are all great. I really enjoyed it.,4 July 2020
BEAUTIFUL,I'm a mexican boy who has never got the chance to go to Broadway all I've seen are bootlegs and they're fine but not like this. This is a beautiful shot of the great spectacle Hamilton is the flawless music of Lin Manuel Miranda the production the photography costumes. And the acting Leslie Odom Jr. Renneè Miranda and Daveed Diggs shine on their roles I don't know is this can be nominated for any award but damn it deserves it,3 July 2020
Hamilton,One critic recently wrote a list of three great musicals that must be seen on stage. Hamilton was one of them.To my surprise I have seen all three of those listed. Mind you I have only seen three musicals live on stage in my life so far. What a coincidence!I went to see Hamilton in London's West End because my kids were keen to see it. They may not know much about American history but they knew the songs by the time we got to the theatre.I did tell them if they were so keen on Hamilton I would had pointed out where he was buried the last time we visited New York. As I did study American history I was aware of Hamilton and especially the circumstances of his death.I did enjoy the West End show although you have to concentrate hard on the songs. Not only some of the rap parts go fast. The lyrics convey a lot of information like setting up a constitution or how to win a revolutionary war.This Disney presentation was actually filmed four years ago with the original Broadway cast. It is essentially a stage presentation in front of an audience. I understand that the British version had some slight differences with a bigger role for George III.Like the stage play Amadeus. The setting is the rivalry between Founding Fathers Alexander Hamilton and Aaron Burr. It spans pre revolutionary America to well after independence was gained. I noticed the rivalry was more profound watching it onscreen. This time noting that one of the signature song's My Shot has a more layered meaning.The set for Hamilton looks remarkably simple and plain. Yet is it so cleverly constructed some of it requires split second timing from the performers. It was astonishing watching this on television just how slick it all was.As for the cast Lin-Manuel Miranda has become world famous as he not only plays Hamilton. He wrote the book songs and music. The more showy role is Daveed Diggs as Talleyrand/Thomas Jefferson. It is Leslie Odom Jr who steals it as the 'Salieli' like Burr. The man who never gets to be in the room where it happens where the big decisions are made.I was mildly amused that the American audience appreciated Jonathan Groff's King George each time he appeared with his barbed lyrics.Hamilton is a world away from the traditional musicals. This one has a modernity as seen by the music and its casting. Maybe that is a reason why it has proved to be popular with a younger audience. My daughter went back to London some months later to watch it again with her friends.,18 July 2020
Hamilton,Musical based on the life of Alexander Hamilton one of the founding fathers.Utterly beguiling musically wonderful terrific cast and often very funny - a superbly filmed version of a superb musical. It's hard to believe how much hard work must have gone into this given the staging lyrics and musical requirements involved.Jonathan Goff as King George III a real high point.,16 July 2020
what a treat,How incredible to be able to see this show on TV instead of going to New York and spending $800.After watching it I wished I had seen it live. A production came to my home town and the last row in the balcony was the aforementioned $800.Anyway this is a fantastic and memorable show all the more important for maybe getting a few kids interested in a) historical characters; and b) Broadway/musical theater.The music is not my demographic but there are many different styles and I loved some of the songs. The lyrics were clever. I think Lin-Manuel Miranda is a genius.What I love is the originality the expansiveness the singing the choreography but most of all the incredible energy of the cast and story.For people who have no interest in seeing our forefathers dancing and singing I say watch it anyway. I wasn't interested either. It is fabulous.,6 July 2020
Complex emotional and lives up to the hype,There was so much hype surrounding Hamilton that I thought there was no way it could live up to expectations-and yet it does. The songs in this musical production are complex and emotional and the story explains the history of our founding fathers in an engaging way. Yes it would probably be better to see it on stage and no it's not perfect but I'm glad I was finally able to see Hamilton performed instead of just listening to the soundtrack.,13 July 2020
Not better than the real thing...but close,I was fortunate enough to see Hamilton 3 times in Chicago including once from the second row thanks to a friend winning the lottery. How did this compare? WAY better than I expected honestly. I noticed new moments. I saw the original cast in a new light. I experienced the story like I was onstage. There's nothing quite like being in the theater but this may be the closest a film crew ever got to capturing theater magic. (I wish the RENT movie had been a recording of a 1996 production...) Hamilton represents a unique moment in American theatre and I'm grateful someone captured it.,4 July 2020
