title,content,date
An Epic in every sense of the word.,"Peter Jackson truly outdid himself when creating the Lord of the Rings: The Fellowship of the Ring and he fails to disappoint us in the 2nd part of the Trilogy. The Two Towers shows us that he is not a one-hit wonder like so many directors are. I actually think that The Two Towers reaches the same level as the Fellowship of the Ring and sometimes even surpasses it.This film is the biggest film in the trilogy. What do I mean by that? Well this film has so many things going like the amazing Battle of Helms Deep. Frodo and Sam journey to Mount Doom to destroy the Ring. But the one who's leading them through the way is Gollum he looks so creepy and realistic that he doesn't feel disconnected from us. A powerful performance by Andy Serkis as Gollum he should of been nominated for an Oscar for Best Supporting Actor.The Best part of the film is quite easily and everyone knows it the ending. The ending of the battle of Helm's Deep is quite breathtaking and as Gandalf the White comes in the distance with another army to defeat the Orcs. When Treebeard and his army of Entz tear down Isengard the destruction and the battle is so immense in size that you truly have to see to believe.In size and scale Peter Jackson has truly redefined the word ""epic"" and he also pays attention to the small things that truly elevate this movie from great to amazing. I definitely recommend this film to everyone but you really should watch the first movie to truly understand what's going on.10/10",12 August 2010
"""There's some good in this world Mr. Frodo and it's worth fighting for.""","""The Lord of the Rings"" continues it's epic quest in this second installment of the trilogy as the original fellowship is disbanded and it's various members must continue the good fight. While Frodo and Sam pursue their mission to Mordor Pippin and Merry manage to escape the Uruk hai into the Fangorn Forest and their own adventure with the Ents. Aragorn Legolas and Gimli traverse the Riddermark into the realm of Rohan.The One Ring begins to deepen it's spell over Frodo who questions his worthiness and stomach for the mission. This facet of his character allows Sam (Sean Astin) to portray his devotion and loyalty to his master particularly when Gollum makes his appearance and becomes their guide. Gollum's looks are rivaled only by his treachery and the duality of his personality is given emphasis in the tortured conversations he has with himself. I was a bit surprised at the way Gollum was portrayed in ""The Two Towers""; his cameo appearance in the first film as a slinky black cave denizen more closely resembled Tolkien's description and corresponded to the mental image I took away when reading about it. At the same time though there was almost a comic element to it whereas his physical features presented here more accurately allowed for a menacing but tortured creature.Even more fantastic creatures find CGI life in the film; I found the presentation of the Ents to be masterfully done. The ""olyphants"" were a neat touch and I was happy to see them included. Of course the orcs wargs and Uruk hai all personify the evil that befalls Middle Earth in this dire time and their presence instills fear and dread for the heroes all along the way.There's a lot going on in the film and repeated viewings are helpful along with an understanding created by reading Tolkien's story. Though not entirely necessary to enjoy the movie I feel it grounds the viewer in the rich background of the characters and locations. Actually the books and the film complement each other nicely even though the movie of necessity must leave out some elements.There is no doubt that ""The Lord of the Rings"" has earned it's reputation as one of the greatest epic films of all time and the best fantasy film of them all. At the same time it does a wonderful job of examining such themes as honor loyalty friendship and love as it's characters interact with each other and find common ground against a threat to their very existence.",28 December 2005
Great movie,Great movie I really enjoyed watching and better than the first part,28 September 2020
They Accomplished the Near-Impossible.,"""The Lord of the Rings: The Two Towers"" is another excellent installment in the thus far excellent trilogy. The film picks up immediately where ""The Fellowship of the Ring"" left off as Elijah Wood and Sean Astin continue their long and seemingly hopeless journey to destroy the One Ring in the fires of Mordor. They run into the creature Gollum (played amazingly by Andy Serkis in a revolutionary character-generation). Serkis' motives are unclear as the ring has literally run him insane and created a split personality that combats the character's natural good side. Meanwhile Billy Boyd and Dominic Monaghan have escaped the dark forces that captured them but now are in another dilemma as they try to convince a forest of living moving trees to support their cause for good and truth. Viggo Mortensen Orlando Bloom and John Rhys-Davies receive more help from the likes of Bernard Hill's army and his lovely niece (Mirando Otto). As all this occurs Ian McKellen comes back and rehashes a role which seemed to have expired late in the first film. Hugo Weaving and daughter Liv Tyler know that victory is not certain and realize that they must leave their true homes forever to protect themselves and the lives of their people. Christopher Lee continues to create chaos with the help of the highly disturbed Brad Dourif (of ""One Flew Over the Cuckoo's Nest"" fame). In the end not one but two key battles will create the sure-to-be electrifying landscape which will be experienced by all in the franchise's final installment (""The Return of the King""). Many view ""The Two Towers"" as an achievement even more impressive than its predecessor. True the film does go beyond the technical faculties of ""The Fellowship of the Ring"" but it is hard for me to pick this installment over the first (which will likely always be my favorite). This film is more intense and you get the feeling of real danger and peril throughout while the first was more of an emotional experience due to its nice elements of friendship love and personal sacrifice. In short ""The Lord of the Rings: The Two Towers"" is an amazing sequel and it fits in well with the outstanding first film. 5 stars out of 5.",25 March 2003
One of The Best battle sequence.,Even if I watched this movie like more than 20 times still I feel nearly the same as I first watch.Can you imagine a movie can make you feel always the same. You're feeling that desperate hopeless times with the Rohan soldiers.The first half of the movie is going slow I think that brings realistic style to the movie even if it is a Fantasy genre movie.As you may know Tolkien is still the best at world creation on a Fantasy world. And he's too good at writing battle sequences. I don't know the reason can be the World War that he fought in. He's making so remarkable battle sequences. And in the movie Peter Jackson and his crew did an amazing job with adaptation.The great cast that chosen well shows you don't need big stars all the time.Howard Shore's brilliant Original Scores makes the movie much more effective.Cinematography is the most important thing when we're talking about visuals. The rainy night shots are just amazing. Academy Award winner Andrew Lesnie did really great job.The VFX and SFX is just magnificent stunning quality. You know the VFX is just revolutionary that's clear. Because it is the foundation of Motion Capture technology.That Set Decoration is beyond revolutionary. Makes you feel like Helm's Deep and nearly all the other places feels real.,3 March 2023
Helm's Deep could be the greatest battle sequence of all time.,As you know Tolkien did a great job with creating the world. Also did a perfect job with writing the battles. Also It's not that easy to fitting that to the adaptation. The whole cast did pretty perfect job with The Two Towers. I know whole Trilogy made in same time. Only the film editors are changing through the trilogy. So they managed a great job making these movies.I think The Siege of Minas-Tirith sequence is also pretty good and flawless. But the horror and darkness is so effective in The Helm's Deep Battle. You may predict the Rohan People are going to win they're the good guys after all. But even if you are watching this movie second time you will feel that hopeless times again.The first half of the movie feels slow I think that brings realistic style to a fantasy movie. Of course there is too important scenes in the first half of the movie I'm saying the most important scenes are in the second half of the movies. This goes for all three movies.Tell me how can a movie achieve this much? Costume Design Makeup Art Direction & Set Decoration Film Editing VFX SFX Scores. The Trilogy manages to be revolutionary nearly all of that. At least it is Revolutionary in 5 of them. Some movies made me love some genres The Lord of the Rings made me love the Cinema.,2 March 2023
My personal favourite of the trilogy,I do love all three films of The Lord of the Rings trilogy all are visually stunning with wonderful music and strong narratives. The Two Towers is my personal favourite of the three for several reasons. For one thing it is less talky than Fellowship of the Ring and the pace is a little more secure here. Also the final battle is just breathtaking in the action direction and in its scope and very compelling and epic. And some of the characters are developed more here than they were in Fellowship of the Ring primarily Frodo and Aragorn who were played very well there but a little bland in comparison to here. When it comes to the scope The Two Towers is possibly the biggest in the trilogy. The cinematography is one of the strongest assets while the scenery costumes lighting and make up(the orcs look amazing) are all gorgeous. You can tell a lot of effort went into this and it showed. The music is also darker and perhaps more complex the story is richer and compelling and the dialogue is thought provoking. People may disagree but I think The Two Towers is the best directed of the trilogy too.The acting is very good. Elijah Wood is likable enough with a stronger-written character while Sean Astin's bumbling persona suits Sam really well. Viggo Mortensson is as strong and charismatic as ever. Ian McKellen Christopher Lee and Bernard Hill are also perfectly cast but the real revelation in my view with this movie is Gollum. Here Gollum is designed superbly and Andy Serkis's performance is absolutely phenomenal and Oscar-nod worthy.In conclusion a fine film and for me my personal favourite of the trilogy. 10/10 Bethany Cox,8 March 2011
Great,The Two Towers is worth watching just to see the Battle of Helm's Deep. It is one of the most impressive battle sequences to hit the big screen. But then there's so much more than that-this movie also features amazing special effects with Gollum dramatic political tension in Rohan and fantastic moments with the Ents. This is probably my favorite chapter of the Lord of the Rings film trilogy.,15 February 2020
Absolutely totally fantastic!,"Watching this movie is like watching a 179 or 223 minutes long action sequence. The pace is incredibly high. Alright I have to admit that the Extended Edition of the ""The Lord of the Rings: The Two Towers"" takes an awful lot of this pace away and make some of the scene's unnecessary long and the scene's with Treebeard are also a bit dull and long but still...Especially compared to the first that was just too slow at times this is an huge improvement!Luckily there also are some welcome additions in the Extended Edition. Best addition are the scene's with Boromir Faramir and Denethor in Osgiliath.There also are some newly great characters and actors. David Wenham is a surprisingly talented young actor and I think it's great that they actually have cast someone that really looks like Sean Bean. Bernard Hill also impressed me he probably is best know for his role as the captain in ""Titanic"" in which he also already impressed me. Viggo Mortensen probably still is the best actor of ""The Lord of the Rings"" movies. Yes sure Ian McKellen and Christopher Lee are also more than great but Mortensen really puts some passion and effort in his character. I know Sean Astin is always being praised a lot but I seriously don't think that he is such a good actor in any of ""The Lord of the Rings"" movies. Andy Serkis also was really good as Gollum/Sméagol and I wouldn't had mind seeing him get an Oscar nod.Strange thing is that the Gimli and Legolas suddenly changed into some comical sidekick characters. It was odd to see but it works! They provide some good comical relief at times.Most fantastic thing about the movie is that it's really action filled. The Battle of Helm's Deep truly is fantastic to see. Still favorite and most powerful moment of the movie is when the Ent's march to war. Also the scene's with the riders of Rohan are a true spectacle.I've never been really a big fan of the editing of ""The Lord of the Rings"" movies and this one is no exception. Problem is that Peter Jackson shot way too many hours of footage with as a result that the editors have difficulties picking the right scene's and the length of them.But ""The Lord of the Rings: The Two Towers"" is one of those movies were the pluses make more than up for the minuses.A spectacular adventure action experience.10/10http://bobafett1138.blogspot.com/",19 March 2005
Sophomore effort shines as brightly as the first.,After Fellowship the world wondered if Peter Jackson could sustain the momentum. The Two Towers is the shortest segment and the story is split into parallel tales. More characters enter the story including one of the most important. Can Jackson do it? Of course he can.Spoilers: Two Towers sustains the magic of Fellowship while expanding the scope of the story. Gollum enters the picture in full view not shadow and is a triumph to behold.The story cuts back and forth between Merry and Pippin's encounter with Treebeard and the Ents; Gimli Legolas and Aragorn and their attempts to locate the hobbits and free them; and Sam Frodo and Gollum as they move closer to Mordor. Each aspect is well covered without losing track of the other story. Rohan provides the setting for the first great battle (aside from the prologue in Fellowship) and what a battle it is. Gandalf returns much changed from his encounter with the balrog. The evil of Wormtongue appears and Theoden Eowyn and Eomer take the stage.There are many great moments from the mounted battles to Gollum and Smeagol's dialogue Legolas' surf archery to Theoden's cure. Helm's Deep is a spectacular segment that takes one back to the epic films of the past. Darkness looms for Frodo and Sam as Frodo slips deeper under the spell of the ring. He finds new and sometimes strange allies; as well as new foes. His journey becomes more difficult with each step.The quality of the production continues. The Rohirrum are a sight to behold and do conjure images of the lost Anglo-Saxons. The battle scenes are engaging and terrifying. War is depicted with all of its consequences. Your heart is torn as you see the young separated from their parents innocents are killed and destruction abounds. At the same time strength and hope come to those in desperate need and courage comes in the unlikeliest of moments. You find yourself in the lowest depths as all seems lost; and then your heart soars as hope comes at the last moment. This is storytelling at its finest.This is not a sequel it is another chapter in an epic saga. As such it builds on the previous chapter and advances the story. The pace quickens as the conflict rises. The stakes are higher and the danger greater. The audience is on the edge of their seat as darkness looms while the threads of hope begin to weave together. The stage is set for the final battle.,7 January 2005
