title,content,date
A powerful film that shows the true cost of war,"""Grave of the Fireflies"" is one of the most ambitious depressing and quite frankly best films that I've ever seen. I was nearly moved to tears by this film's brave treatment of such critical subject matter. Yes it's an Anime' piece but surprisingly it came out in 1988 during a time where most Japanese animation films were either relentless bloodbaths borderline pornography or both.As a fan of the Anime' genre of film-making many great pieces have achieved some sort of cult status here in America yet none have really reached mainstream success. Some have broken through the barrier and have gained acceptance with American critics like Katsuhiro Otomo's ""Akira"" or ""Princess Mononoke"" or ""Spirited Away"" (both films directed by Hayao Miyazaki). One that I've seen and has been barely mentioned by most critics is ""Grave of the Fireflies.""What we have with ""Grave of the Fireflies"" is a story of innocence lost and two children who ultimately face a losing battle with trying to survive in a small Japanese village in the closing days of World War II. WWII was the costliest conflict in world history with millions dead and thousands left to pick up the pieces.In the center of it are the aforementioned two children who are pretty much left to fend for themselves after their mother is killed in a bombing raid. Because their father is off fighting in the war and they have no way of contacting any other family they're sent to live with their aunt who is at first warm and welcoming to them but eventually becomes very cruel and the children are forced to live in a nearby bomb shelter. From that point on the two children embark on a journey that is every bit as unpleasant and difficult as the grim realities of the world around them.Very easily one of the best Anime' films that I've ever seen (or any animated film for that matter) I find it difficult to believe just how truly overlooked ""Grave of the Fireflies"" is. The animation is beautiful though certainly not dated by any means (even though Japanese animation has progressed well since this film was made).We get a sense of the dread of the two lead characters who watch as the world around them crumbles into heaps of ashes and aircraft loom ominously overhead dropping their deadly incendiary cargo on unsuspecting Japanese villagers.The director Isao Takahata obviously has a special resentment of the war but manages to avoid condemning it outright. The director instead lets us focus in on the conflict as seen through the eyes of the two children who watch unflinchingly as the realities of their world begin to falter before them.""Grave of the Fireflies"" is a bold statement on the condition of the human soul during conflict. I probably shouldn't say this but I am anyways but this film has to be the ""Schindler's List"" of animated pieces. It's brave it's not overly sentimental but it is relentless in its dramatization of a dangerous reality. It should be required viewing in any high school world history class.A beautiful film; not to be missed by anyone.",28 August 2004
A masterpiece whose beauty is often overlooked,"When I watched this movie I steeled myself for a traumatic experience based on every review I'd ever read of it which usually include phrases like ""don't watch this if you're suicidal."" Instead if I had to pick a single word to sum up the movie I saw it would probably be 'beautiful'.Certainly it was sad and arguably depressing but I've read this movie compared with 'Saving Private Ryan'. That's ridiculous. 'Grave of the Fireflies' is gentle and poetic more often than it's violent and it's remarkably restrained in its anti-war message. It simply tells a story : there's very little at all in the way of moralizing or polemics. Why would a story like this need such heavy-handed tactics?I've also read it argued that the movie is robbed of any suspense or impact when it's revealed in the opening scene that the main characters are dead. I have a quite different view of that device.Firstly. the beginning of 'Fireflies' is for all intents and purposes a 'happy ending'. This is such a non-linear plot development that you could fail to notice it and thereby only see the movie's gloom. The moment where the ghostly Seita takes the ghostly Setsuko's hand and nods to her is not only a happy moment it signifies that the suffering - which is yet to come as far as the viewer is concerned - is over and they are together again (albeit still without parents).As for a character revealing that he is dead in the first line of the movie this is a device which has been used in centuries if not Milena. The crucial thing here is that 'Fireflies' isn't _about_ tension. It tells a story whose ultimate conclusion you already know (a legitimate narrative approach) and everything which happens during that story is emotionally infused with a foreknowledge of its ending. You find yourself hoping that things will go right now for Setsuko and Seita and then the knowledge that ultimately it won't undercuts you with real emotional power. You know the characters are going to die but you hope things won't be so bad in the meantime. It doesn't take much of an effort to make that an analogy for our own lives which makes us all fireflies.Perhaps what might make someone feel disappointed or cheated by this film is simply that it's so damn honest. I mean that: it's one of the most honest artifice-free movies I've ever seen. It doesn't even really try to ram an anti-war message down your throat there is very little overt violence and if there are some scenes of corpses and suffering it's never gratuitous and it's over quickly. Compare this with 'Private Ryan' where you have to suffer through 40 minutes of the most horrific blood and guts only to reach a conclusion which after much blood and thunder signifies very little.'Fireflies' OTOH has far more beauty than gore. This is what really surprised me about it. Probably two thirds of the movie takes place in gorgeously drawn tranquil rural or urban settings with an almost pleasant dreamlike quality - even when the American bombers are flying overhead at one point there is a surreal almost serene sense to it - and there are plenty of moments of happiness to offset the undeniably sadness and frustration of other scenes.Perhaps best of all Setsuko is one of the very very few (if not the only) animated 4 year-old I've ever seen who actually _behaves_ like a four year old. I'm so sick of seeing preternaturally smart sassy sophisticated and precocious children in Hollywood movies. Setsuko's emotion and behaviors are _exactly_ right for a completely normal four year-old and recognizing this lends many scenes incredible poignancy. Similarly Seita is a teenage boy who behaves with the sort of mixture of pride compassion and hubris which you'd expect of someone his age. He still believes that Japan will win the war he thinks it's up to him to take care of his sister with their mother gone and father who knows where. This leads him to make mistakes: possibly the most obvious one being where he fails to take the farmer's advice swallow his pride and ask his nasty aunt to take them back in again. You would probably have to say his decision not to even try - to go it alone instead was a very bad one but - hello people - here is a character who makes mistakes because he's actually human: a believable teenage boy in an extraordinary situation who doesn't miraculously save the day because his best judgment just isn't good enough.Of course his aunt may well have knocked them back anyway. Who knows?Don't go into the film expecting tension drama or even a tirade against war. It's a movie about the beauty and fragility of life and youth. If you think Japanese animation is all giant robots and superhuman schoolgirls this could be the film which changes your mind. It's slow poetic beautiful and sad and extraordinarily honest.I must be the only person who didn't cry during this film (and I mean I get choked up during some Disney movies). Yes it is sad but its beauty and honesty is what I'll remember.NB: this review refers to the subtitled version of the film.",4 September 2004
Powerful and Heartbreaking,"""September 21 1945...That was the night I died.""-- SeitaReading war statistics and even seeing bloody images on television does not fully communicate the horror of war as well as the heartbreaking Grave of the Fireflies an anime feature directed by Isao Takahata a long-time colleague of Hayao Miyazaki. The film tells the story of two children Seita a 14-year old boy and Setsuko his 4-year old sister and their uphill struggle to survive the effects of American firebombing in Kobe near the end of World War II. Based on the semi-autobiographical novel of Akiyuki Nosaka Grave is a powerful experience that powerfully communicates the strength of the human spirit to carry on against overwhelming odds. Though despairing the film does not resort to cheap melodrama to achieve its effect but delineates simple and direct images that are not watered-down to appeal to the children's market. It would indeed be too sad for most children under 13. In an interview with Cedric Littardi AnimeLand magazine from 1992 Takahata said that he did not set out to depress the audience but to show a natural death as opposed to a ""scientific"" death the way most of us view it -- behind closed curtains in a sanitized hospital. Takahata in some ways softens the impact of the tragedy at the outset by showing Seita dying outside a subway station and his spirit reunited with his little sister Setsuko. The story is told by flashback as the two children are left alone to fend for themselves when their mother is killed in the bombing campaign. When their father is also killed in the Navy they must struggle against starvation the cruelty of an aunt they trusted people's general indifference and their own pride. Though both children eventually succumb to malnutrition (or radiation poisoning) the animation is so lyrical that it creates a magical dream-like effect. This does not mask the tragedy but makes it all the more poignant. Nothing sums up the message of this film better than the beautiful poem ""I Come and Stand at Every Door"" by Nazim Hikmat one of the most important and influential figures in 20th-century Turkish literature. I come and stand at every door. But no one hears my silent tread. I knock and yet remain unseen. For I am dead for I am dead.I'm only seven although I died. In Hiroshima long ago. I'm seven now as I was then. When children die they do not grow.My hair was scorched by swirling flame. My eyes grew dim my eyes grew blind. Death came and turned my bones to dust. And that was scattered by the wind.I need no fruit I need no rice. I need no sweet nor even bread. I ask for nothing for myself. For I am dead for I am dead.All that I ask is that for peace. You fight today you fight today. So that the children of this world. May live and grow and laugh and play.	-- Nazim HikmetIn our day where our leaders are busily preparing for another war it is important to remember the human cost of these plans and the untold suffering they will inevitably bring. Grave of the Fireflies should be required viewing in the Oval office.",11 November 2002
A Beautiful Unforgettable Masterpiece that shows the true cost of war.,"I decided to watch Grave of the Fireflies yesterday. My friends told me it was extremely moving and sad. I hesitated at first but then I said ""Oh well I'll give it a try."" At the end of the film I was crying my eyes out. This was the best animated film I've ever seen.This is a moving depiction of the fates of cast-off children who become casualties of war.This movie isn't your regular Animated Film. Pixar and Disney put films out there with happy endings. I'm not saying there bad films at all. They are also great pieces of work. But Grave of the Fireflies tells you the truth. This movie isn't trying to entertain you. It wants to inform you about how war is really like. There were many moments in the movie that just brought me to tears.I am kind of upset that this movie didn't get many awards as it should. In that regards it is VERY underrated and it is kind of thrown apart. When it should really be respected and praise it. If this movie was made in our time period right now. I would be 100% sure this would of Won an Oscar for Best Animated Film. This is Studio Ghilbi's best movie they have ever released.I truly advice you to bring a handkerchief cause chances are that you will cry.An Emotional Epic Animated Film that I recommend everyone to watch.Quite Simply 10/10",16 June 2010
Beautiful haunting and emotionally devastating,"What an amazing film! Very rarely have I been moved this much by an animated film. Watership Down yes Bambi yes Secret of NIMH yes Beauty and the Beast yes Land Before Time yes but Grave of the Fireflies is in a different league. A film that is once seen and never forgotten a film that is beautiful haunting and emotionally devastating. It is slow moving perhaps and ""depressing"" but it is very poignant as well. I find it very difficult to fight back tears at the film's end. The animation is amazingly detailed the backgrounds and characters are drawn with such care and you just marvel at the detail that goes into it. The music is both haunting and melancholic and one of the main reasons why the film is as it is. The story is harrowing as it details Seita and Setsuko's hopelessness. The characters are easy to relate Setsuko isn't precocious or obnoxious instead she is quite cute and Seita shows real love for his sister as well as being a strong protagonist. There are many memorable sequences but one that springs to mind is the one with the nocturnal fireflies which is something of true melancholic beauty. Overall a masterpiece pure and simple. 10/10 Bethany Cox",3 April 2010
One of the finest films ever made.,Occasionally there's a film that literally changes one's perceptions of the world. 'Grave of the Fireflies' is one of those films. No movie ever made generates such an intense and powerful emotional response as this one.It's an animated film set in Japan during the closing days of World War II. Two children; a boy named Seita and his much younger sister Setsuko; must quickly learn to cope with life after their mother is killed during a fire-bombing raid by American B-29's. The film starts with the children and their mother preparing for the attack then follows the children as they attempt to survive the death of their mother and the possible death of their father a naval officer serving aboard the Japanese heavy cruiser 'Maya.' (A US submarine torpedoed the 'Maya' in late October of 1944 during the battle of Leyte Gulf.)The story of two orphans trying to survive in war-ravaged Japan is not the subject of your typical light-hearted animated film. In fact it may be much too serious for anyone under the age of 14. The first five minutes of the film hits one like a sledgehammer - by far the most emotional opening scene I've ever come across. I found myself already reaching for the tissues and trying to choke back the tears.Yet there's more than just tragedy in 'Grave of the Fireflies.' It is the most awesome love story one is ever likely to see. But it's far from the typical Hollywood idea of a love story. Instead of the usual highly attractive Hollywood actors of the opposite sex pining for one another in front of the camera we have an animated Japanese brother and his much younger little sister. It's not a tale of romantic love but one of 'brotherly' love.Seita loves his little sister and once he discovers that his mother has been killed in the bombing he does everything he can to keep his sister from finding out about her horrible death. Then with typical Japanese seriousness he begins to immediately provide for and comfort Setsuko; she being the only member of his immediate family he has left. Though not stated in the film it seems obvious that part of Seita's motivation for looking so carefully after his sister has to do with avoiding his own pain and despair having been left with NOTHING after the bombing attack. No mother no father no home. The war Japan is waging against the rest of the world takes its toll on these two little ones without regard for their feelings or emotions.That which truly broke my heart into ten thousand tiny pieces was the selfless way Seita looked after his younger sister and shielded her from the horrors all around especially the lack of food. Films show us many things some good some evil but rarely has any film shown how one person so unselfishly puts another ahead of them self. Seita does makes some mistakes in the way he goes about taking care of his sister but I can't fault him for his love and his devotion. Who of us have always chosen the best path the most perfect way of doing things? Surely not I! Seita's obvious love and devotion to Setsuko is the most moving and convicting thing I've ever come across on film.I use the word 'convicting' because this movie convicted me of my own very selfish nature. 'Grave of the Fireflies' caused me sadness not just because of Seita's brave attempts to take care of his little sister; but because he gave of himself so totally and completely even though his sister was a liability to his own survival. I could not help to be convicted concerning all the many times there have been family and friends who have needed my help or understanding but I ignored them in favor of 'doing my own thing.' How sad I am for all those times I've ignored the suffering of others and their cries for help. This film showed the evil in my own heart - something that I would not have noticed on my own. But now that the blinders have been removed I can repent of my selfishness and look for ways to help others instead of avoiding them.Some Japanese anime I've seen are very much anti-American. But even though it's the Americans dropping the bombs in this film there is no overt anti-American message. In many ways the Japanese civilians are shown in as bad a light as is the American air and naval forces! Their hard hearts and stubborn ways are displayed on the screen without apology; and one can see how the plight of the two children is made even worst by the selfishness of the adults that they have come to rely upon.It would be easy for someone from 'the West' (i.e. The USA Canada Western Europe Australia etc.) to think that the two children depicted in this animated marvel were the exception rather than the rule. They lived in very trying times and surely children in this day and age do not have to go through experiences similar to Seita's and Setsuko's. Unfortunately that's not the case. There are still major problems with orphans and unwanted children in the former communist block countries of Eastern Europe and Russia itself. There are also large numbers of unwanted children roaming the streets of China India Mongolia and various other Asian nations. We may not here about it on the news or hear our friends talk about it; but I assure you that there are literally millions of children around the world whose situation is no better if not much worst than that of Seita and Setsuko.I am very thankful I had the honor of watching this film. I'm also very thankful for the people who put it together. But most of all I'm very thankful for the positive impact it has had on my life.,7 December 1999
Heartbreaking...,This film proves without any doubt that animation isn't just suited to tales of fantasy sci-fi or cartoon comedy and violence. This absolutely heartbreaking Japanese anime tells the story of a young boy Seito and his younger sister Setsuko as they attempt to survive the American bombings on Japan in the last year of World War II.The story itself based on a true story is powerful enough but the decision to animate the film truly elevates this film to a higher level. This would have been a powerful enough live action drama along the lines of Spielberg's Empire of the Sun or even Schindler's List. However the Studio Ghibli team have brought an extraordinary amount of life to all the characters but especially the young siblings. Now we're not talking realism as such here - the characters are in no way photo-realistic they do have the usual characteristics of Japanese anime humans large eyes and exaggerated expressions. What this achieves however is a heightened level of subtle nuances in expression which are arguably more powerful and provocative than anything a real-life actor may achieve. Some may claim this is overly manipulative or sentimental but coupled with the characters movements and actions it gives the characters such a strong and very human presence. You truly care for these kids which is an astonishing achievement. The voice cast (original Japanese) contributes significantly here also.It is the tiny moments which give this film so much power and emotional depth - from subtle expressions to brief scenes showing Seito playing with his sister at bath time attempting unsuccessfully to cheer her up when she misses her mother. The painted backgrounds are works of art in themselves just beautiful. And of course the scenes with the fireflies bring a touch of pure magic - a heightened innocent reality to contrast the horrific realities of the war.The greatest achievement of this film is that apart from a couple of obviously sentimental scenes such as Setsuko's sobbing or illness it doesn't force any false emotion on the viewer. It really comes from your involvement with the characters. It's completely honest to it's own story and even cuts off scenes abruptly which could potentially have been milked for cheap sentiment. It often seems to say - This is what happened you don't need to see anymore. Another of it's strengths is that it really doesn't comment on the politics of the war in any way just the effects on innocent people.This is an intensely moving film and a masterpiece of animation. If you aren't moved by these characters you really need to check your pulse. 10/10,3 January 2006
Greatest War Film?,A tragic film covering a young boy and his little sister's struggle to survive in Japan during World War II.Apparently people including Roger Ebert consider this one of the greatest -- or perhaps the greatest -- war film ever made. Now that is interesting because it is a cartoon. You never expect that and this might not be something you want to show kids. It is pretty bold with wounded people maggots and anyone can die.Even more interesting is how it takes place from the point of view of a Japanese youth during World War II. He is not nationalistic he is not anti-American he is just a kid. And is that not the truth of war? No matter who is right or wrong millions of kids become the victims.,17 December 2014
Utterly devastating,It's better not to learn too much about this film before watching it for fear of spoiling it. I'd heard it described as the saddest film of all time but even that didn't prepare me for what I saw.Speaking from the point of view of somebody who avoids animation as much as possible I found this to be a piece of exceptional film-making. Use as many superlatives as you like: amazing engrossing compelling outstanding it all boils down to one important thing - this film tells a story that grips us with its exploration of the human condition. I imagine virtually everybody who watches it will be able to identify with it in some way or other.So forget this one's a cartoon and just go into it expecting a tale packed with emotion and feeling. And if you have to go back and watch the beginning again after you've seen it all the way through that's fine too.,10 February 2011
Depressing but a must see,One of the great animated films of all time Grave of Fireflies tells the story of a couple of kids as the try to survive in war time Japan. What happens to them should be seen by anyone thinking of starting a war since it tells very graphically what happens to those often forgotten the children.Like its companion piece Barefoot Gen which tells the story of survivors of atomic bombing and the horrors that were experienced by those unlucky enough not to have been killed out right this film proves that war is hell for everyone especially the children.Its very hard to send anyone out to see this unhappy little film (The previously mentioned Barefoot Gen spawned sequels this has not) but at the same time you owe it to yourself to experience however distantly what sort of monster we unleash upon the world every time we go to war. It helps that however depressing this is its also a damn good and incredibly compelling story.9 out of 10,6 July 2004
