title,content,date
"""He travels the fastest who travels alone""",There are some great WW1 films out there the granddaddy of them all in my view being 1930's 'All Quiet on the Western Front'. Also appreciate many of the actors here though they are in cameo roles and Sam Mendes as a director (of the films of his seen almost all 'Spectre' is the only one to not do much for me). Roger Deakins and Thomas Newman are masters in their field Deakins is one of the best cinematographers in the business and Newman's score for 'Road to Perdition' is a favourite.'1917' was seen for all those reasons. As well as because of the critical acclaim with it being considered as one of 2019's year's best films. After seeing it my thoughts are that the acclaim for '1917' is richly deserved in one of the best and most powerful films that year. It did connect a lot with me due to watching it not long after reading the harrowing war diaries of my great-grandfather (who fought in the war and was mustard gassed and blinded).First and foremost '1917' is a visual and technical achievement. It is beautifully and evocatively designed and Deakins' cinematography with awe-inspiring and never gimmicky use of the long unbroken one take technique is nothing short of masterful. Mendes ensures that the tension even in the slower moments never slips keeping the intensity (at its best almost nerve-shredding) going.Newman provides another hauntingly beautiful score that does stir the emotions in the latter parts of the film when things become more urgent. The sound is thrilling in its authenticity so much so it was like being there. The film is intelligently scripted and to me the two lead characters especially Scofield were easy to get behind interesting and their bond came over as realistic. The story is engrossing throughout it briefly loses a little momentum just before the climax perhaps but the first half is emotionally powerful and the climax is unpredictably intense.Such a good job is done too with showing the full horrors of war from a visual standpoint a psychological one and in the unflinching action. Without going too far the point of view not being hammered home. '1917' benefits hugely from the splendid lead performance of George MacKay and Dean-Charles Chapman is strong too despite his role not being quite as meaty. The cameos from Benedict Cumberbatch Colin Firth Richard Madden and Andrew Scott manage to make big impressions in short screen time.Overall brilliant and powerful film. One of the best films personally watched in 2020. 10/10.,13 April 2021
Reasonably accurate in showing the hell that is war.,"I am not particularly a huge fan of war films. Much of it is because they too often glamorize war or present bullet-proof heroes who are anything but realistic. However I am glad I watched ""1917"" because neither of these problems exist in the story plus it's a very good depiction of war and the awfulness of it...particularly WWI.The story is very simple...two lance corporals are sent on a mad dash across enemy territory to alert troops on the other side of this no-man's land that they are walking into a trap. The film shows their journey and the thrilling finale.The plot is among the simplest I've seen in a war film and the movie is really about action and the men's struggle to sneak across the battlefield and alert their troops....simple. Yet it was made so thoughtfully and realistically that it really worked well. A brilliantly made film...among the best I've seen about war. But it's also very graphic and unpleasant....so be forewarned.",10 April 2020
Another Day In One Long Take,The command has realized that the Germans have pulled back for a trap on a British offensive. The telephone lines are cut and the only way to get the orders through to the colonel commanding the offensive is to send two soldiers through the lines. One of them has special incentive. His elder brother is a soldier in the attack. If it goes through 1600 men will be wiped out for no purpose.... including the soldier's brother.It's a classic story-telling format that dates back to the ANABASIS: get from point A to Point B only here it's just two men traveling through the alternating inferno of the Great War's front lines and the bucolic springtime of northern France. Effective as that is director Sam Mendes and cinematographer Roger Deakins have shot it as near as they could manage as one long take - after I had realized what they were doing about twenty minutes into the film I began to look for ways of editing things together. While I spotted a few there was really only one obvious spot and that was after more than an hour had passed.This deliberate effort to make this movie in this manner clearly has a point. It is a constant barrage one long cinematic sentence that must be swallowed whole. It forces the viewer to take it all in in one piece giving perhaps a hint of the overwhelming sensory overload of this struggle to get through.It certainly worked on me.,10 January 2020
Epic in All Proportions...,You're on a mission to deliver key instructions that will halt significant headcount reductions but to get to where you need you'll have to weave bereave believe avoiding terminal pitfalls lethal obstructions.Leaving you under no illusion of the hell suffered by those during The Great War telling an amazing tale of bravery determination conviction and courage through spectacular cinematography editing set design and dialogue all layered through huge performances by the cast none more so than that from George MacKay who carries you as well as a great burden through the torment and the trenches of man's inhumanity to man.,30 October 2022
An achievement,It's a stunning watch from start to finish. The amount of work that went into this film alone deserves your attendance and even then the story never stalls and has a fair balance between war and humanity and has some of the most incredible camera work I've seen in a while. It's hands down my favorite film of 2019.,12 December 2019
We're living in such wonderful times...,1917 is a poem. Is the most deep impressive and realistic way of seeing what kinds of things happened in WWI. This movie made me leave the movies with tears in my eyes as if I have had a time travel experience to the World War I and then waking up and realizing how wonderful are the times we are living in. 1917 is a must see movie for everyone.,7 January 2020
A technical masterpiece,Sam Mendes' war drama is set during World War I and very personal to him as it tells a story his grandfather used to tell him when he was still a young lad. Dedicated to Mendes' hero this drama cuts deep when we join two young soldiers on a mission to deliver a message that could possibly save thousands of fellow combatants.Filmed and edited as if it was one long take the camera never leaves our main protagonists Blake (Dean-Charles Chapman) and Schofield (George MacKay) out of its sight. Mendes (Skyfall) and co-writer Krysty Wilson-Cairns (Penny Dreadful) therefore corner themselves by relying on this kind of linear storytelling to tell a very focused but at times a somewhat thin tale. Some of the scenes are so empty it will for sure test audiences' patience. Technical '1917' is a true feast for the eyes and ears.Roger Deakins' (Blade Runner 2049) cinematography is once again breathtakingly superior to anything else you've seen this year and for sure will be the one thing people unanimously praise. Sound editing/mixing visual effects and production design are all outstanding. These are the things people will remember. It is Thomas Newman's (Passengers) score that elevates every moment happening in front of you intensifying the emotions brought by our main characters. And although MacKay (Captain Fantastic) and Chapman (Game of Thrones) do a pretty phenomenal job at capturing the true essence of their characters going through a literal hell it's the side characters with little-to-no screen time who steal their spotlight. Andrew Scott (Fleabag) Mark Strong (Shazam!) Richard Madden (Rocketman) and Benedict Cumberbatch (Dr. Strange) are checkpoints along the way but man do they impress with the few lines they're given.1917 is without a doubt a technical masterpiece that will inspire many filmmakers but I can't feel a bit let down. As an overall film it wants to play a heavy tune on your heartstrings but can't reach that level of sentiment because the focus on technicalities pulled me out of the story. It for sure is one of the better films 2019 has brought to the big screen yet a bit more focus on the script could've made this the cinematic masterpiece of the decade. Nonetheless I recommend watching this on the biggest screen possible and enjoy another fine piece of cinema brought to you by Sam Mendes.,6 December 2019
Don't listen to critics!,Don't listen to the critics saying this movie is boring. This movie is one of the most tense and exciting movies I've seen in years. Amazing cinematography and overall amazing experience of a movie.,10 January 2020
"1917 recruits you to experience a war journey done in an impressive ""one-shot"" style that I can't say i've seen before",Saving Private Ryan 30 Seconds over Tokyo Patton Inglorious Bastards The Great Escape and Schindler's List are only a few of the countless movies about World War II that have been made. In fact many are still made today. So why haven't there been a lot of movies about the first World War? I think it comes down to exactly what was being fought for and what it meant for everyone. Everyone can agree that Nazism is bad and running a nation as a dictatorship robs everyone of their freedom. Germany was a common enemy that everyone would want to fight similar to a simple film's goal of good against evil.While World War I may have not had a simple enemy to get behind it's still an important war as it collapsed several European empires set the stage for a revolution in Russia put the U. S. in a larger military position and unfortunately led to the deaths of millions. What movies can do is really put us in the position of those solders to see the magnitude of warfare and it's path of devastation. This may make 1917 one of the most intense movies to sit through but an important one to witness.In the misty month of April in 1917 English soldiers are resting after seeing the Germans pulling back from the western front. Two solders Blake (played by Dean-Charles Chapman) and Schofield (played by George MacKay) are assigned to deliver a message to another Battalion. They receive more information from General Erinmore (played by Colin Firth) where they find out that the 2nd Battalion  which is assuming an easy victory is about to walk into a deadly battle with most of the German offensive attacking there. With the phone lines cut both Blake and Schofield are instructed to cross No Man's Land to find the Battalion and deliver a message to not attack.Plot wise that's all you need to know about 1917. The rest of the movie follows these two men as they cross over the horror that is No Man's Land abandoned German trenches and everything else that would scare any soldier crossing the lines. What separates this from a lot of other war movies is that the entire film is created to appear that everything is done in one continuous shot never taking the perspective away from the main characters. This also includes time and light depending whether it's day or night.Even with it's ambition 1917 is still a phenomenal movie that's an experience that gave my heart a large rush. Director Sam Mendes (American Beauty Skyfall) clearly wanted to give audiences the best way to experience the trenches and gunshots and did so through this one shot story. Birdman may have done something similar but given how many extras and special effects went off I would love to see a behind the scenes look at how everything was done. The cinematography pays a lot of detail to little things like the color of the sky during sunrise and how much paler skin would become after death.The story feels a lot like something out of theme park or a video game...and I mean that in a good way. You're aware that your watching someone else's experience  but the right angles do make you feel like you're a part of it. Where 1917 endures in the story is it's simple goal while going through several layers of warfare Hell. I could see this getting boring quick but despite it's one shot goal every scene still has a different look that never feels too familiar. The movie knows not to stop for too long unless it was for an important reason. It's a rush.Does this movie into the bigger political or social impact of World War I? No but that was never the intention. It's like watching someone's small story that is large in scale. If I did have any problems is that there's a point where a character is knocked out and he's awoken. I won't say where but it broke part of the spell that the movie put me in. You can tell it's a point where they were hiding an edit but if the movie had a bunch of them in plain sight you'd think they could have done better.I'll give this eight dogfight planes out of ten. Like a lot of war movies this isn't a pleasant experience. It isn't supposed to be; it's meant to be a tool to really give you something that a lot of people have forgotten about as WWI movies aren't made a lot. I highly recommend this if your willing to see something that I can't say I could make myself.,17 January 2020
While its undeniable that it is a Visual Masterpiece...,It still wasn't fully satisfying for me.Obviously the story is pretty much one line: deliver this message. This is ok not every movie needs to be packed with story. But then it shouldn't waste too much time either it should be faster paced there should always be something to look at that's actually interesting. The stapled corpses get boring at some point.The biggest problem I had with this movie were the unnecessary coincidences. 1) The germans take every step to not leave food or anything behind yet there is exactly 1 cow and 1 milk bucket left. Which leads to 2) In the town the protagonist jump exactly into this 1 house wherw there's also a baby that needs this milk. 3) The rat. It just runs into the trap exactly when our protagonists are there. Of course. 4) The plane. You guessed it: It lands exactly at our heroes feet. And they decide to help the german guy (why?) which leads to Blakes death.Other than that the movie really was spectacular and a feast for this eyes. But it is a movie with just a few too many problems to really shine for me.,16 January 2020
I Wanted to Hate This Hauntingly Beautiful Gift of a Movie,I sat in a packed yet silent theater this morning and watched what I believe to be the next Academy Award winner for the Best Picture. I'm not at all a fan of war movies but I am a fan of great movies....and 1917 is a great movie. I have never been so mesmerized by set design and direction the mass human emotion of this film is astonishingly captured and embedded magically in the audience. It keeps running through my mind...the poetry and beauty intertwined with the raw misery of war. Treat yourself....see this movie!,5 January 2020
A technical marvel 1917's one-shot conceit is immersive and affecting,1917 is a very good film in general but it's the way it's shot that marks it as an artistically cutting-edge film. It brings the technical excellence of Dunkirk with great war sets and brutally realistic depictions of the intensity of war but intelligently turns to a humanist angle in telling a simple story of two men trying to help their country's men. There are no bad elements of 1917 but it's the phenomenal execution of the one-shot technique that makes it great. The tracking shots in the trenches made me realize how much less immersive it is to be constantly cut to the front of the next shot rather than seeing the path the characters take. Given that it's this one epic journey it is fitting to go on it with Schofield the whole way. The colors and big war shots (especially Schofield running across the war zone to reach the captain and him jumping into the river) were gorgeous. The score is essential ratcheting tension up quickly in scenes like the rat trip wire and also calming it down in personal scenes like one character's death and when Schofield meets the baby and woman. War is so extreme and all-encompassing that it's truly difficult for any film to accurately capture it but 1917 belongs up there with the best efforts. It is a film of brutality and loyalty but above all it's a beautiful work of art about one of the ugliest subjects known to man.,12 January 2020
