title,content,date
Makes a Strong Case for Best Film Ever.,"The definitive epic of the cinema's history. ""Lawrence of Arabia"" is hands-down the finest production of the 1960s and makes a strong case as the best movie ever made. The titled character (Oscar-nominee Peter O'Toole in his career-defining role) dies in a freak motorcycle accident in the early-1930s in his homeland of England. In spite of being honored by the nation many knew nothing of him. Some loved him others despised him but no one seemed to know the man at all. Flashbacks immediately start as we meet the character during World War I. He is a lieutenant assigned to mundane duties but suddenly he is thrust into a greater role in North Africa. He is to assist a Saudi Arabian prince (Alec Guinness). The goal is to fight off the dreaded Turkish regime that poses a threat to the Arabs. If the Turks take over this land in Africa what will it mean for the English? This concern leads to those in charge (most notably Claude Rains) wanting the titled character to help the Arabs to win their freedom back from the Turks. With the help of allies Omar Sharif (Oscar-nominated) and Anthony Quinn among a whole host of others O'Toole starts to assist the Arabs in their all-or-nothing task. An ambitious American journalist (Arthur Kennedy) wants to tell O'Toole's story in the hopes of getting the U.S. interested in the war (basically trying to get his nation involved in World War I by presenting them with a larger-than-life hero). During the venture O'Toole becomes a bit war-crazed and looks at himself as a sort of Christ-like figure who thinks of himself as immortal. O'Toole proves to be someone who is very at home in combat and when the combat is over will he be able to function properly? Franklin J. Schaffner's ""Patton"" benefited greatly from David Lean's (Oscar-winning for directing) masterpiece. This Best Picture Oscar winner from 1962 just grows in importance as the years pass by. ""Lawrence of Arabia"" is a thinking person's film that is much much deeper than it appears on the surface (and it appears deep on the surface to start with). The film deals with a slice of history that really did not seem that important back during World War I but the situations in the Middle East now are greatly due to T.E. Lawrence's acts nearly a century ago. Did leading the Arabs to freedom make the world a safer place? This is the main question that Lean's film raises. Guinness' character is someone who changes almost immediately near the end of the production and it is a somewhat frightening foreshadower of things to come. A monumental milestone in film-making that stands so tall against all the other great productions of all eras. 5 stars out of 5.",6 August 2002
Majesty in the Desert,"The moment David Lean makes you aware you are in the hands of a master comes early on in ""Lawrence of Arabia."" Lawrence (Peter O'Toole) holds a lit match close to his lips and with one quick puff of air blows it out. Before the action is even completed however Lean has cut to a shot of a desert vista with the sun slowly rising over the lip of the horizon. It's one of the most famous elliptical edits in cinema history second maybe only to the bone/spaceship cut in ""2001: A Space Odyssey."" And it's only the first of countless memorable moments in ""Lawrence of Arabia."" The appeal of David Lean epics has always been his ability as a director to maintain an equilibrium between the scope of his films and the characters in them. Character development is never sacrificed to massive set pieces or knock-your-socks-off action sequences. ""Lawrence of Arabia"" has these elements too but at heart it's a character study of one remarkable man. Lean seemed to understand that impressive landscapes alone are not inherently interesting; but if you place a fascinating character among those impressive landscapes you can have movie magic.""Lawrence"" feels unlike other historical epics of its time. In most ""big"" films--I'm thinking of movies like ""Ben-Hur"" ""Spartacus"" ""Cleopatra"" all movies that premiered roughly around the same time as ""Lawrence""--one gets the sense that directors framed compositions based on how much they were able to fit into their widescreen lenses. One rarely sees characters filmed from anything closer than a medium shot and usually the background is stuffed to overflowing with garish art direction. Everything feels static and wooden. But in ""Lawrence"" Lean keeps his frames constantly alive by juxtaposing huge landscape shots with extreme close-ups of actor faces. In one especially brutal scene after a battle that results in the slaughter of many people the action cuts to a close-up of O'Toole looking panicked and crazed gripping a bloody knife in his hand as if he's reluctant to drop it obviously both disturbed and titillated by the carnage he just witnessed. It's moments like that---not just an impressive battle scene but a character's reactions to the results of that scene---that set ""Lawrence"" apart from other standard epics.And of course I have to reserve space in my review for the performance of Mr. O'Toole. He is perhaps my favorite actor not one of the most prolific but certainly one of the most unpredictable. He has a flair for choosing eccentric characters that give him almost unlimited room in which to perform. He carries ""Lawrence of Arabia"" almost singlehandedly on his slim shoulders. That's not to say the supporting cast isn't great but O'Toole towers above them all. O'Toole understands that the most influential figures in history could also be the most difficult and ruthless when they needed to be and he gives Lawrence an incredibly complex characterization leaving his audience in doubt as to whether he should be worshiped or feared or perhaps both.Lean would never direct an equal to ""Lawrence of Arabia"" again. His later films are certainly more than watchable and ""A Passage to India"" is even quite remarkable in its own way but we would never get another ""Lawrence."" Even more reason to appreciate it now.My Grade: A+",29 April 2005
a memento from the days when they made real movies,"It is in a way depressing to watch this movie today. One winds up contrasting it with the sort of technologically slick and aesthetically shallow spectacles like ""Titanic"" that garner the sort of adulation that a truly great movie like ""Lawrence"" received in its day and one realizes how far we have fallen.Ignore David Lean's painterly technique the way he fills the screen like a canvas. Ignore Freddie Young's stunning cinematography in fulfillment of Lean's vision. Ignore the fabulous score by Maurice Jarre. Ignore the stupendous cast. Ignore the topnotch script.What we have beyond all this is an absolutely gripping and psychologically perplexing character study of a uniquely enigmatic individual that keeps us on the edge of our seats for the full length of the movie. ""Lawrence"" at over 200 minutes goes by faster than many a movie of half its length due to Lean's brilliant pacing and direction and superb acting all around. To make a comparison in the world of music this movie like Mahler's 8th symphony is a universe contained within itself.Of course it is an exercise in self-denial and philistinism to watch this movie in anything other than the wide-screen - or ""letterbox"" - format due to Lean's complete use of every inch of the wide screen. To watch it otherwise is to miss half of Lean's intention.To use a hackneyed phrase they simply don't make 'em like this anymore.",15 June 1999
One of the greatest films of all time.,Disobedient Army officer Lawrence attempts to unite several Arab tribes in a battle against The Turks during The Great War.Why has it taken me into my 40's to watch this masterpiece?Is it the greatest movie of all time personally for me it isn't but it can certainly make a claim to be and I totally understand and appreciate why for so many this is the ultimate movie.Not that I claim to be a historian or even know the story or events that took placed but based on what I just watched this truly is a masterpiece. The story is captivating it holds your attention for what is let's be fair is a very very long running time.I'm something of a novice when it comes to the great historical epics from those I've seen this is the standout.Peter O'Toole delivers possibly his greatest ever performance his on screen presence is nothing short of enchanting he is truly phenomenal here I can think of no finer performance.I bet many fans went weak at the knees at the sight of Omar Sharif here what an absolutely brilliant actor what a vision.The scale of this film is incredible and where modern films rely on CGI and special effects this had none of that relying only on people and animals the sheers size the stunts the extras it's a quite breathtaking feast for the eyes. The camera work is magical.What cinema goers in 1962 must have thought when they watched this.10/10.,25 December 2022
Peter O'Toole as Lawrence what a treat!,"Did you know that Cary Grant had been approached to play it? Yes as well as Albert Finney and that made a lot more sense but it was Albert Finney who said have you considered Peter O'Toole? Who? - Yes I love that story. It goes to prove that certain things are meant to happen. I'm sorry if I'm going on about it. But I saw Lawrence Of Arabia for the nth time in a 70mm print in a crowded theater and what came across as the one major reason this film will be relevant forever is Peter O'Toole. His performance is timeless because it is unique. Cinematic and theatrical but always true. David Lean brilliantly created a sense of intimacy in O'Toole's eyes within the vast arid landscape. I know the film has its detractors. I heard once director Michael Apted call it a ""silly movie"" Wow I had Michael Apted's quote in my mind when I saw the film last and for the life of me I don't know what he meant. I love this film.",10 July 2018
A Vision that Defines Itself,A man has an inner drive that makes him peculiar and intense. He goes to the desert and falls in love with it and its people. Gaining powerful sponsors he has a grand vision that he accomplishes by inspiring and directing thousands. But in a very short time that grand work is compromised and disassembled by fat cats in offices who are concerned with different values.True of both Lawrence and Lean. The legacy of Lawrence is still in violent disarray (I write this a short time after the Sept 11 attacks on New York). But Lean's vision was saved and what a vision! Of this picture it can be said that it is perfect if only because it is so visionary that it defines its own rules.Lean's vision is also lean with vast zones of sonic and visual silence -- several meditations on the unperceived. Though there is a story (who are you?) this is really a film of TE's 'Seven Pillars' which creates a romantic vision of sculpted natural forces. So powerful a depiction that Islam experienced a faddish attraction in the West a place now enjoyed by Tibetan Buddhism. That was before.See here the original Obiwan every intonation movement and dress. See here Peter O'Toole's personality become completely entwined with the character who is as fictionalized by our eye as by Lowell's. See the most expressive anthropomorphic train wreck in history.Watch a particularly interesting brand of acting by the 'Arabs.' Macho men are acting anyway so an actor can play an actor when he lands such a role.The star of the film is the clever eye of God not the clockmaker or judge of the west but the chess player of the mirage. Its face is clearest in my mind when the Turk holds TE down for torture and smiles. Its hand in the creaking of Feisal's tent -- who would ever imagine the wind acting? (Kurosawa's 'Ran' at the beginning is the only other example I know.)I have a few films I admire for various. mostly intellectual qualities. But in the direct matter of visual storytelling this one tops my list.,4 October 2001
Simultaneously personal and panoramic,"Sweeping epic and literate version of British adventurer and soldier T E Lawrence's experiences in Arabia during the First World War. Lawrence miraculously well played by Peter O'Toole ""went native"" when sent into the desert to find Alec Guinness's Prince Feisal. Before long he was striking out himself against the Turkish Ottoman Empire which still held sway in the region at the beginning of the last century. Lawrence's efforts to unify the various Arab factions are particularly prescient.Lawrence became an inspirational warlord whose neutral presence amongst the Arab tribes lead by Omar Sharif and Anthony Quinn amongst others served to glue together shifting and uneasy alliances. As well as wrestling with himself with his own demons and with the cruel desert environment the Englishman was also faced with culture clashes which pitted not only the imperialists against the indigenous populations but also the mercenary practices of the Arab guerillas against the discipline of the British army. In the end Lawrence himself does not know which side he is on nor which party he belongs to. Set against a backdrop of the Arabian desert the nomadic allies under Lawrence's direction attack and disrupt the Turks' efforts to maintain control of the territory whilst the elephant - the British army and its heavy guns under General Jack Hawkins - pushes ever deeper into the area: not until his job is done does Lawrence learn that the French and British governments have carved up the middle-east between them and that the battle-lines for the 21st century are already being drawn.Scripted by the inimitable Robert Bolt and directed by David Lean Lawrence of Arabia is one of those films without a weakness despite drawing complaints for its near four hour length. The dialogue cinematography soundtrack and especially direction are superlative; likewise the supporting actors. But it is O'Toole at his charismatic best who steals the show in his starring debut; he never looked back. It may take an effort to watch this movie but is well worth the ride and will by the bye provide some insight into the fractious and volatile world of Arab politics. One of the best films ever made.",23 May 2004
Still my personal favourite,I first saw this film on its release aged 13 and it forms an important part of my transition towards adulthood. I am pleased to see that it consistently rates 20something in the IMDb listings even from others (whom I envy for I can't see it with fresh eyes) who are seeing it for the first time. Pleasing too is that some of those are also teenagers for whom a forty-three year old film must itself seem part of the past. As for the minority who are bored by intentionally slow pacing (and for whom punctuation paragraphing and grammar are a lost art) I suggest they learn a little about the history of film-making (from which it may become apparent that much of today's fast editing techniques were invented in the 1920s: try Eisenstein's October for example).From the universally admired cinematography of Freddie Young the long shot of Omar Sharif's floating mirage entry the pre-CGI battles and pan-up scene changes to O'Toole's florid but career-defining performance and the (then) novel time-shift narrative this film set standards not matched even by Lean himself and as many reviewers have commented financially and practically unlikely to be attempted today. I too have rarely seen such clarity of image outside of Imax and in my view the script by Robert Bolt (and I now have learnt an uncredited Michael Wilson) is the finest in cinema. Maurice Jarre's music and some of the acting style now seem a little excessive but repeated viewing (around 35 times in my case) does not diminish the impact and quality and the restoration and now DVD release still after all these years approaches the effect of that first 1962 viewing.It is rare that repeated watching of a film (as opposed to a live performance) does this and the reasons go beyond the photography performances and editing. In my opinion it is because the characterisation and storytelling encourage an appreciation of the ambiguity and inconsistency behind our motives and behaviour and in a wartime scenario in the contrast between political expedience and personal morality. For a 13-year old this opened a window into the adult world and it explains why the story has resonance far beyond its setting. The film doesn't require an understanding of middle-east politics (though it does have some very current relevance) but it does require an ability to look listen and understand. The fact that so many people rate it so highly says everything about its wider impact. When The Matrix and even Lord of the Rings have slipped out of the ratings (and the adolescents who inhabit these pages have grown up) I believe this film will still be in the 20s or 30s perhaps enabling young people to once again see the world through adult eyes.Like Ali I fear Lawrence. I fear the power of art to change us to challenge our preconceptions. Every time I see this film I learn a little more discover something new. When I was 13 I didn't understand much but this film helped me to see that I wanted more knew more than my peers. I can't rate it more highly than that.,26 January 2005
A True Must See,"""Lawrence of Arabia"" is either the greatest movie ever made or the second greatest. The true power and scope has only been matched by few other films. It is a film that really does stand the test of time. In an age where special effect driven films are king(as much as i like those) it is great to watch a film where you truly see thousands of people charging a fort on horse and camel back. It's a long ride but it is never boring. It is full of fantastic characters acted out by even better actors. Peter O'Toole should have won every acting award available to win. His performance is consistently ranked among the greatest in movie history.It's not only a wonderful film but a symbolic one. This could have easily fallen into typical tropes but it almost always manages to subvert epic conventions and challenge us. Lawrence clearly doesn't want the English to interfere with the new Arab state. He wants them to be independent after they were conquered for so long. He genuinely cares. But unfortunately little to no promises were kept. The English and other countries cut up the Middle East and changed everything in the name of empire... No wonder Lawrence looks so sad at the end. He knows what's about to happen to his friends and allies that he fought so hard with. There would be no true freedom for them.Omar Sharif and Claude Rains are also deserving of much praise. The music is extraordinary and captures each scene very well. The personal journey of Lawrence is fascinating as well. He isn't your average epic hero. He's flawed egotistical and by the end of the film he has lost his way. He started to see the revolt as being about him when it wasn't. He began to believe the legend that had evolved around him. He saw himself as a god but was brought down hard.David Lean's direction is practically flawless and proved that he is still one of the best directors ever. All in all David Lean's masterpiece is a timeless must see movie that has not been diminished by time.",12 July 2018
Quite simply movie-making on the grandest scale,At 17 I love David Lean his films are filled with beautiful images and he also directs with real flair. Lawrence of Arabia is a perfect example of movie-making at its finest the whole film is absolutely phenomenal in every aspect: Whether it is the film's visual style. Lawrence of Arabia is filled with absolutely beautiful images such as the mirage that introduced us to Omar Sharif. I don't think this could be possible without the astounding cinematography or the stunning picturesque Morrocan Saudi Arabian Spanish and English locations. The shots of the desert were visually jaw dropping and the battle scenes are unforgettable. But that is the thing with Lean all of the films I have seen of his are visually stunning Passage to India Oliver Twist Great Expectations Brief Encounter and Bridge on the River Kwai all but to name a few.Whether it is the film's music score. I used to listen with real enthusiasm to Classic FM at the Movies every Saturday (on the radio that is) and along with the main theme of Gone With the Wind the score's main theme was one of the main themes that stuck out most. Maurice Jarre's score is nothing short of outstanding swift sweeping epic and even iconic. I could very well say it is probably one of my all time favourite movie scores.Whether it is the film's screenplay. The screenplay is intelligent and is like a withering satire on the mentality of Lawrence's superiors who go by the book. Like the screenplays for Casablanca Shawshank Redemption It's a Wonderful Life and All About Eve the screenplay here has lines that are a) quotable and that b)linger long into the memory just like the story the film tells.Whether it is the film's acting. Peter O'Toole is the easiest starting point for he gives one of the best performances I have ever seen on film. His performance is so flamboyant and brilliant it just highlights what a great actor he is. He nails Lawrence's complex character like a fitted glove he is enigmatic and charismatic like TE Lawrence was like in real life. Supporting him all the way like iron are Alec Guiness Claude Rains Jack Hawkins and Jose Ferrer. Their characters aren't as complex as Lawrence's but they are still fully fleshed out and intriguing.The film is very long but thanks to the quality of the visuals direction screenplay music and acting there is no time whatsoever wasted. Quite simply one of the best movies ever made movie-making on the grandest scale. 10/10 Bethany Cox,18 April 2010
