title,content,date
The film with the highest rewatchability factor of all time,"It's actually kind of hard to describe this movie (and what's so great about it) to people who don't already know it and love it; as with many cult films The Big Lebowski will either speak to you (in which case you will become a fervent follower of His Dudeness and abide by his code for the rest of your life) or if it doesn't the film will either leave you completely indifferent or you'll even downright hate it.I believe it's a very funny film and I'm sure it can be rightfully called a comedy but don't expect punchlines gags jokes or slapstick - it's not that kind of comedy. If you want to enjoy this film you have to meet Jeffery ""The Dude"" Lebowski on his terms hang out with him and his bowling buddies and follow them at a their (perhaps somewhat leisurely) pace through this weird and unbelievable tale about nihilism theft (of a car and more importantly: a Creedence Clearwater Revival tape) kidnapping abstract art porn and - of course - bowling. The story is actually kind of simple. You see some no-good German nihilists urinated on The Dude's rug - and this kind of aggression just won't stand against The Dude. With the help of his bowling buddies he will do everything in his power to get someone to pay for his rug - or possibly get a new one (because that rug really tied the room together). So he embarks on this worthy quest during which he will encounter many wondrous things and fascinating people (even Jesus - who is NOT the messiah but a very naughty man).With Jeff Bridges in the leading role the Coen brothers have found the perfect actor to incorporate one of the most iconic characters that has ever been created. But it's not just The Dude that makes this a winner; the whole film is such an inspired folly and simply inventive filmmaking at its finest (the hilarious dream sequence alone is worth the price of admission). The supporting cast is outstanding (J.Turturro J.Goodman and S.Buscemi among many others) the song choices are perfect and the dialog is the funniest most quotable in any comedy I've ever seen. This - for me - is without a doubt the film with the highest rewatchability factor of all time. 10 stars out of 10.Favorite Films: http://www.imdb.com/list/ls054200841/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite Low-Budget and B-movies: http://www.imdb.com/list/ls054808375/",3 November 2015
The Most Quotable Film of All Time,"Those Coen brothers have an ear for language. You feel it in the sing-songy banalities of Fargo and in the noiresque machine-gun dialogue of Miller's Crossing but neither of these can prepare you for the feast for the ears that is The Big Lebowski.Channeling the opaque mysteries of Raymond Chandler the Coens throw LA resident bum and Bowling aficionado Jeff Lebowski (""The Dude"" to his friends) into a strange triple-crossing case of kidnapping ransoms nihilists and urinated-upon rugs. It is the equivalent of throwing unrelenting forces at an immovable object the Dude's bemused stoicism at constant odds with the world around him. He'd much rather be bowling with crazed Vietnam Vet Walter (John Goodman) and pure silent soul Donnie (Steve Buscemi).As with so much of the Coens' output style is more than half the point: not just visual though ace DP Roger Deakins paints an alluring canvas but tonal and auditory. This is an insanely funny head-trip of a movie with wonderfully idiosyncratic characters down to the smallest part. Who better than the Coens to reinvent the comedy of errors?This is without a doubt one of their very best a personal favorite an unmissable film and the kind of experience that will plant an indelible smile on your face. Do yourself and see this now if you haven't already.",5 December 2002
My favourite Coen brothers movie and one of the most entertaining and original comedies ever made!,"My favourite Coen brothers movie changes over the years as I watch and rewatch their amazingly original and consistently surprising oeuvre. When I first saw 'The Big Lebowski' on its original release I enjoyed it but thought it was a bit of a slight ""fun"" movie with less depth than many of their previous works. Now a few years and several viewing later I have come to realise just how accomplished a movie it is and it has become one of my all time favourite movies. Other film makers have attempted to weave together various genres styles and images in a similarly eclectic postmodern fashion but few do it as seamlessly and with such wit as Ethan and Joel Coen. 'The Big Lewboski' is an extremely smart film but it doesn't shout ""look at me! Aren't I clever?"". It sucks you in from the get go and bottom line it is FUNNY and as it is a comedy that's what counts the most! Everything about the movie is perfect the script the direction set design costumes and the wonderful soundtrack (one of the most brilliant ever assembled it includes lesser known Dylan and Elvis Costello numbers Creedence classics and songs from cult favourites like Yma Sumac Captain Beefheart Moondog Esquivel and garage gods The Monks). Plus of course the actors who are well cast and virtually flawless. Jeff Bridges ('Fat City' 'Starman') IS The Dude and it's impossible to think of anyone else acting the role. Coen regulars John Goodman Steve Buscemi John Turturro Peter Stomare and Jon Polito are all on board as well as Julianne Moore ('Boogie Nights') David Huddleston ('Capricorn One') Philip Seymour Hoffman ('Magnolia') and Sam Elliot ('Mask') even surprise cameos from Ben Gazzara ('The Killing Of A Chinese Bookie') and singer Jimmie Ray Gilmore. I can't fault 'The Big Lebowski' it is one of the most original and entertaining comedies ever made and a genuine modern classic. It's movies like this that keep me watching despite the endless mountain of mindless garbage that Hollywood continually spews out. If only every movie in the box office Top Ten was as inspired and amusing as this one!",27 December 2002
Simply Beautiful,It's a travesty that most critics only read The Big Lebowski at its most superficial level and called it a modern take on a Raymond Chandler potboiler. I simply can't begin to perceive how one could sit down in front of this cinematic pop-poetry as it plates gold on the silver screen and not feel so incredibly alive. The dream sequence Busbee Berkley musical numbers are unique and awe-inspiring; the humor is rich subtle and clever in the way it satirizes politically correct arrogance; the free-flowing story avoids (even pokes fun at) nonessentials like plot points and pay-offs. But what really makes this film such a masterpiece such a panacea is the incredible humanism the care that the Coen brothers put in developing The Dude (Jeff Bridges) Walter (John Goodman) Donnie (Steve Buscemi-tremendously endearing) and Brandt (magnificently played by Phillip Seymour Hoffman). Looking at the films use of Sam Elliott to play The Stranger who constantly rambles about the many wonders of The Dude (among other things) it is clear that the film is an ode to a Dudist way of life. And in a time where so many film promise that they have the answer to the worlds problems and end up as slick stylistic show-off films what more could one ask for than a good-hearted film like this? Not to mention the performance by Jeff Bridges which ranks among the best performances of the nineties; he has a relaxed slouch a goofy smile an enthusiastic dance and his buttons can only be pushed by Walter who John Goodman plays with charm and fury. The Coen brothers have always been considered 'cold' filmmakers but there is nothing here but warmth and humanity (as is the case with the Coens' Fargo). What we have here is one of the greatest achievements in modern cinema and if you can't see that grab a White Russian hit the bowling ally and find your inner-Dude as soon as possible.,16 October 2004
indeed a cult classic,More than 20 years it took me to have a look at this cult classic. Finally did it and I do undestand the fuss about it.Not a flick for everybody that I can tell because a lot of talking is done but it's the talking that starts to get funny after a while. In fact a bunch of loser trying to solve a abduction and trying to hold the money for themselves goes terribly wrong.After a while you even want the talking to go on and on. And some art flick here and there it was indeed a hell of a ride funny stupid but genious in its kind.Gore 0/5 Nudity 1/5 Effects 3/5 Story 4/5 comedy 2/5.,12 April 2021
The Dude Abides...!,My Rating : 9/10You either hate it or love it. I am in love with 'The Big Lebowski'! I love most of the Coen Brothers' work and this one is right up there with Fargo and No Country For Old Men. It's super funny and can be watched again and again. I think I watch it once a year and always have a great time.One that I highly recommend. Go watch it! And then watch it again and again.AN AWESOME CULT FILM.,24 October 2018
A wonderful film...with the word f#@$ used 102030841 times!,I tried watching this film on TV a few years ago but I made the mistake of doing so with my kids nearby. In the first 10 minutes of so I heard 'f#@$' (a word you are NOT allowed to use even once on IMDb) dozens of times. Realizing that the film was NOT family-friendly I turned it off despite all the very positive reviews I'd read for it. However considering I've seen all the Coen Brothers films except this one I knew that eventually I'd get back to seeing it. Nearly a decade has passed and I finally got around to seeing this cult favorite.Considering that there are nearing 1000 reviews for this film I won't bother discussing the plot--it's been explained to death. Besides the plot believe it or not is not all that important. As a mystery film the mystery is figured out early in the film. So despite this why is the film so good--good enough that I gave it a 9 and many consider it their favorite film ever? Well the Coen Brothers' bizarre and surreal style really make this film and off the top of my head I can only think of two of their films I liked better THE HUDSUCKER PROXY (their most underrated film) and OH BROTHER WHERE ART THOU? (their film that gets better with each viewing). This is very good company as these two other films are absolutely brilliant--and I consider THE BIG LEBOWSKI to be much more interesting that the much ballyhooed FARGO (which inexplicably won two Oscars--despite not being among the brothers' best films because it's way too normal--sort of like a Coen Brothers film for those who don't get the more bizarre Coen Brothers films).What in particular did I like? Well the characters were THE best part of the film--as only the Coens can create such quirky and unique characters. Simply put there is no one like Lebowski in any of the thousands and thousands of films I'd seen before--and uniqueness is something I value most in a film. The alcoholic lazy and hopelessly pathetic guy is like no hero you'll ever see in a film! The usual quirky characters are here as well--in spades! What I also loved were the little movies within the movie. When Lebowski got knocked out you got to see his bizarre dreams that were more like films than dreams--particularly the one later in the film that just killed me it was so funny and stylish. Believe it or not the dream is a phallic-filled song and dance film...directed by a famous porno director (though without actual nudity). It just has to be seen to be believed and only HUDSUCKER PROXY had stranger and more entertaining interludes. In fact I found myself laughing out loud at this great scene...and a few more.Overall a highly imaginative and wonderfully quirky film with very little plot and gobs of cursing. NOT family-friendly or a film to show your mother (unless you DO want to give her a heart attack) but still well worth seeing. Oh and by the way the version often shown on TV recently is an edited version with many of the expletives removed. The original actors provided alternative words for the f-bomb and it's done reasonably seamlessly. Frankly I don't think it hurts the film and you still get to hear words like penis which have not been changed.,28 January 2010
The Dude Abides!!!,"No movie has entertained me more in the last year than this film. It's delightfully written directed with poise and acted with extravagance and excellence. I do admit that this is a film that I had to see six times to get. Every time I watch it I learn something new. The genius of the film lies within a game I think the Coen brothers play with their audiences. There are the touches of the masters in many of their films. In ""The Hudsucker Proxy"" it was Preston Sturges and Frank Capra. In ""Raising Arizona"" I felt a touch of Sam Fuller. In this film I felt many touches of greatness but more specifically I felt John Sayles or even John Cassevettes in spots. The camera was manipulated beautifully and I felt a tinge of their talents lurking in at many a turn. The performances are astounding especially Goodman as the deranged bowler still living deep within the jungles of the Vietcong. Huddleston is also quite wonderful as the title character. Turturro gives a fine cameo as ""Jesus"" coupled with a rousing and humurous version of the Eagles ""Hotel California"" done in Espanol. I hope this is a film that is looked at with more seriousness. It is once you dig deep a fine piece of filmmaking.",24 February 1999
"It's good knowin' he's out there. The Dude. Takin' 'er easy for all us sinners.""","Looks like while making ""The Big Lebowski"" (1998)– weird nutty outrageously funny and deliciously twisted movie the brothers Ethan and Joel Coens known for their unique and dry humor sat back laughed out loud and had fun. ""Big Lebowski"" turned as one of the funniest comedies ever made. It is funny because of the incredibly off-beat characters their weirdness flaws their interactions the surreal situations they found themselves in and perfectly written and delivered hilarious dialogs. There is the story of course which is based on the case of mistaken identity with the following kidnapping villainous nihilists vanguard erotic flying painter the bowler named Jesus but the story is truly secondary to the delicious craziness of the movie.Some reviewers call Big Lebowski misfire and deranged mess saying that the story is convoluted with the characters we would not care about a bit. It was also interesting to read the reviews that were written upon its release and compared it to Coens' ""Fargo"" that had been made a year earlier than the adventure of Jeffrey ""the Dude"" Lebowski (Jeff Bridges).""Fargo"" could be Coens' masterwork but it does not make Lebowski any worse. It was dismissed as the inferior film and was predicted not to stand the future re-watch. The time has proved the predictions wrong. ""The Dude"" Lebowski - middle-aged pot smoking White Russian drinking bowling enthusiast ex-hippie and his friends Polish Catholic converted Jew ""more Jewish than Tevye"" Vietnam veteran Walter with anger management problems (John Goodman) and timid little slow ""sweet prince"" Donny (unusually quiet Steve Buscemi) have become the cult figures the beloved characters for millions of film lovers of different generations not only the baby- boomers.The Coen Brothers have made twenty films and all of them are treasure including their contribution in the 2006 anthology Paris je t'aime. I've seen all their films and I want to repeat the title of my review on their latest ""Burn after reading"" - The Coen Brothers don't make bad movies because they don't know how. Their films Including the cult favorite Big Lebowski should not be missed. They are clever darkly funny and beautiful without being pretty pictures. In short they are first class entertainment.",4 January 2015
I just don't get it.,"TBL is not a terrible movie but I apparently just don't get it. My lady-friend's daughter is always telling her that she should see TBL in order to understand some of the ""in-humor"" and comments of her generation. I kept telling my friend that I really didn't think that the movie would be what she expected but we watched it together anyway. (I had already seen it a couple times.) My friend was flabbergasted as she couldn't identify any phrases humorous scenes or references that she had ever heard or seen her daughter's group use. She didn't like the movie either and was actually checking to make sure that it was the same movie her daughter had recommended.I feel the same way. Frankly this movie is boring and pretentious. I love most of the Coens' work but not this film. It goes into a category along with ""Young Frankenstein"" of movies about which other people make a fuss and I just don't get. Maybe I'm slow.Anyway if your idea of fun is watching a laid-back dude drink White Russians and a lot of unnecessary one-dimensional characters get layered on go ahead. It's just not my cup of tea.",9 March 2009
