title,content,date
A true Hollywood horror story,"Hack screenwriter Joe Gillis (William Holden) accidentally falls in with faded screen legend Norma Desmond (Gloria Swanson). She lives in a crumbling old mansion with her butler Max (Erich von Stroheim). She refuses to believe that she's no longer remembered and will never make another movie. She gets Gillis to stay with her and rewrite ""Salome"" which she thinks will be her comeback. Gillis has no other choice and things slowly get out of hand.A VERY cynical view of Hollywood--especially for 1950. It shows what Hollywood does to people like Norma--it makes them stars tells them that they're great and dump them coldly when they're no longer needed. It also takes swipes at directors agents screenwriters even entire studios! It has a tight quick script is appropriately filmed in gloomy black and white and is masterfully directed by Billy Wilder. Everybody thought this was a bad idea when it was being made. It was believed to be too cold and vicious for the public. Also Holden was warned it would ruin his career by playing a younger man kept by an older woman. But it turned out great and is now rightfully considered a classic.The acting is almost all good. I never thought Nancy Olson was that good. Her character is too pure and sweet to be believable. Everybody else is right on target though. Holden is just great in his role. You see the pity anger and helplessness on his face when he realizes Norma is falling in love with him--and he's trapped. von Stroheim was equally good as Max who encourages Norma's delusions. Swanson however is just magnificent! She has a very showy role and could have overplayed it--but she doesn't. She's mad for sure--but you only see it peeking through every once in a while. When she loses it completely at the end it's frightening. If she had played it like that all through the movie it never would have worked. How she lost the Oscar that year to Judy Holliday for ""Born Yesterday"" is beyond me. This is a must see and a true Hollywood classic but VERY cold and cynical. A 10 all the way.""I am big--it's the pictures that got small"". ""All right Mr. deMille--I'm ready for my closeup"".",15 March 2008
"""Madam is the greatest star of all.""",Sunset Blvd. could be looked at as a thesis on what fame does to certain people. For Norma Desmond fame created a fantasy world that forever trapped her. Living alone in that giant house on Sunset save for her servant Max Norma whiles away the hours planning her magnificent return. Her fame kept alive by fan letters and her hope of return kindled by Joe Gillis. For Norma there is no other life than standing before cameras and acting out lives of characters that are larger than life. Of course no one knows who Norma Desmond is. Gloria Swanson gives a magnificent performance. She runs from melancholy to unbridled joy to complete mental breakdown. William Holden is the ultimate cynic. He plays Norma like a fiddle but gets ensnared in her web of decaying glory. In the end Joe pays the price for enduring Norma's insanity. As she descends that staircase in the final scene you can see that she is completely lost in her own world. A world where no one grows old where she is forever young and where she is the greatest star of them all. After all stars never age.,4 August 1999
Best Performance in Film History: Gloria Swanson,"The plot has been discussed at length in other comments.To me SUNSET BOULEVARD has it all. The comedy is sly the drama is of epic proportions because it's not JUST a story about Hollywood or an aging actress. It's really about the giving up of dreams.Norma's dream of return held to for 20 years is ironic because Norma so closely parallels Gloria. That Norma cannot make a comeback in 1950 even with connections to DeMille is sad. The sadness is due to Norma's refusal to accept her aging or the politics of Hollywood that worship youth. It's ironic that Norma has no place in Hollywood (the parade has passed by) but DeMille is still working and in the scenes from Samson and Delilah we spot other old-timers like Henry Wilcoxon and Julia Faye--still working but not as STARS. The final irony here is that Gloria did make the comeback that Norma couldn't make.Norma has a thing about STARS.... she says at one point... ""the stars are ageless."" Well this is true in a filmic sense. I can still watch Gloria Swanson in THE LOVE OF SUNYA or MANHANDLED and yup she is ageless. She is still twenty something. That screen image is forever held up like a bad mirror to the reality of being 50. On another occasion Norma says ""nobody leaves a STAR that's what makes one a STAR."" True again but it's not just Gillis who is leaving Norma her fans have already left. Hence if one is left one cannot be a STAR.Gillis also gives up his dream (temporarily) of being a writer Max gives up his dream of directing and even Betty gives up her dream of love with Gillis. Scary stuff.The film is also about LOVE. Look what these people have done for love: love of another person or love of fame or whatever. Max loves Norma. Norma loves Gillis. Gillis loves Norma and Betty. Betty loves Gillis and Artie. Artie loves Betty. And all of them love Hollywood.Everyone is crushed at the end of this film..... The scene of Max ""directing"" the scene as Norma descends the staircase is one of the all-time great scenes in a film. Norma's final speech which sums up everything (""there is nothing else"") is devastating. Can she really be insane and make this lucid speech? If she's NOT insane then she has knowingly killed Gillis to prevent his leaving her (a STAR)....... Also the shots of Max blinking away tears as Norma descends (supposedly into madness) and also of Hedda Hopper crying are equally as devastating as Norma's speech about ""being back"" and ""all those wonderful people out there in the dark"" (which of course includes us every time we watch the film).I cannot think of any other film (possibly CITIZEN KANE) that works on so many different levels. And Gloria Swanson gives the greatest performance in film history!",11 January 2006
Another Billy Wilder masterpiece,I have yet to see a Billy Wilder film that I haven't loved and Sunset Boulevard is definitely one of those films. It's interesting to watch the film during different times in one's life  when I was a child watching this film I thought the story was good and that Norma Desmond (Swanson) was a pretty scary lady. In my teens/college years I appreciated it as a certified classic and for its commentary on Hollywood. Now in my late 20's and early 30's I found it to have a different impact on me  I was saddened by Desmond's mental illness and when she makes her final descent down her staircase and utters her famous line as the camera pans the faces of the people around her so full of pity and the care her butler/ex-husband takes to make sure she's happy for maybe the last time in her life made more of an impact on me than any other time in the 20-odd times I've seen this film. There are only a small handful of central characters in Sunset Boulevard and they are so richly written that this film will remain timeless. There are not a lot of `dated' themes in this film  the circle of life that is Hollywood isn't going to be much more evolved in 2050 than it was in 1950. If you haven't seen this film watch it because there is something for just about anyone in this film.--Shelly,11 April 2004
The Hollywood Myth FOREVER Shattered !!!,"Until 1950 American films were strictly entertainment some deeper than others. Studio executives were very protective of image and star-making. In essence everything seemed perfect. Billy Wilder Charles Brackett and D.M. Marshman Jr. created a stunning work of art that splits the Hollywood sign in two and exposed a dream factory for what it really is: a struggle to both gain and keep notoriety in the limelight. ""Norma Desmond"" and ""Joe Gillis"" are at opposite ends of this warped Hollywood mindset with Gillis played by that most cynical of actors William Holden trying to pay the rent and Norma (Gloria Swanson) living a lie as a silent queen whose star burned ""10000 midnights ago"". How a picture with such a snide look at the industry could come out in 1950 is simply mind-boggling considering some of the light fodder that came out of Hollywood at the time. It has inspired many modern day disciples such as Altman's THE PLAYER and Sonnenfeld's GET SHORTY both of which took their vicious hilarious parodies to the jugular of the movie capital of the world. SUNSET BLVD is the father of all socially oriented pictures regarding the movies and is by far the best.The images of this beautiful black and white powerhouse are fascinating and unforgettable: the dead writer floating in a pool eyes wide open looking right at us at the beginning; the eerie pipe organ that plays by the breeze in the middle of one of the most deep and dustiest sets ever; the funeral ceremony of the dead monkey in Norma's courtyard (""That must have been one important chimp. The grandson of King Kong perhaps."" says Holden in a delightfully crisp and wise voice-over.) Holden pulls his car into a driveway off of the boulevard that will change his life forever. He is the emblem of the struggle to get notoriety. He has only a few B Movies to his credit. Swanson as Norma Desmond is the symbol of lost fame and has become the talk of legend. What is ironic about her character is that she may be playing herself in an odd way. She WAS an actual silent star whose career went down the tubes after the talkies came about. Her madness combined with Holden's last drop of naiveté combine to give us one of the most electrifying ""give and take"" between actors I've ever witnessed.Both lead parts were passed over by several actors. Holden was eventually forced into it as a contract player. How could you pass on such a script? Even ""wax figures"" (as Holden calls them) Buster Keaton H.B. Warner and Anna Q. Nilsson come to Norma's to play bridge of course being Hollywood outcasts themselves after the invention of sound in film. Some of the dialogue takes a swing at actual movies and people (GONE WITH THE WIND Zanuck Menjou). This must have brought the house down in Hollywood screening rooms throughout the town. Louis B. Mayer even condemned Billy Wilder for ""ruining the industry"". The film is sad and darkly humorous depicting the antics of Norma who is quite insane and Holden who is going along with what Norma is giving him but has plans of his own. Another wax figure still alive and kicking in 1950 appears as himself in an important role. Cecil B. Demille who once directed Norma/Gloria back in the silent heyday tries to set her straight telling her pictures have ""changed"". They had indeed especially after this searing comment on celebrity status. I wonder if they knew what they were creating while making this gem.Scenes are shot right on the lot of Paramount Studios (even the front gate) and Norma's mansion is an unforgettable piece of history and gloom with a floor that ""Valentino once danced on."" There is so much to discuss but little to enlighten you on how great SUNSET BLVD is without you seeing it. Just two years later films began to crop up with the same tainted view of Hollywood most with varying degrees of deception. SINGIN' IN THE RAIN one of the all-time entertainments quietly had a nasty taste in its mouth regarding celebrity and the invention of sound movies. Watch these films closely and see the skeletons of the modern Hollywood bash films.RATING: 10 of 10",22 April 1999
Something really special,Joe Gillis is floating face down in a pool and tells his story.That story tells how he met Norma Desmond a big star from the silent era who now is forgotten by the people.She's planning a major comeback with a script of Salome.She wants Joe to help her with the movie.The movie's no good everybody can see that but Joe still stays around to help her.Soon he realizes that it was a big mistake.Sunset Blvd. (1950) is a masterpiece from the master called Billy Wilder.The actors are really unique.William Holden is superb as Joe Gillis and Gloria Swanson an actual silent film star is absolutely brilliant as Norma.Erich von Stroheim does a wonderful job as Max von Mayerling and so does the beautiful Nancy Olson as Betty Schaefer.In cameos you can see people like Cecil B.DeMille and Buster Keaton.The movie is something really special from the beginning till the end.You can't see movies like this these days.Now we don't have directors like Billy Wilder to make them.In his movies everything usually worked.Especially the dialog was something you don't have so often in modern movies.What happened to the great writers? Only a few seem to exist.,1 July 2004
A popular opinion is to believe Joe is a cad BUT...,... how would you feel if the sexes of the characters were reversed? Suppose it was a woman writer trying to break into Hollywood completely broke who due to a flat tire wanders into that big mansion. Pretty much financially cornered she agrees to a job reworking some old film star's (let's say John Gilbert lived) script and comeback vehicle and slowly what independence she has is taken away - her things are moved from her apartment where she is behind on her rent into a room over the garage at the mansion her host sits by and lets her car be repossessed she is never paid the promised cash for her work a bad rainstorm moves her from her room over the garage into a room in the main house where there are no locks on the doors and thus no privacy and then the seduction. Who would be the cad then?So I think Wilder meant for the audience to sympathize with Joe. Sure he makes some questionable moral moves but he is to some degree cornered. He would have to get a hand out from somebody to go back to his job that he hates at the copy desk in Ohio and his pride wouldn't let him. Also some say he becomes attracted to Norma. He at best is giving her pity sex and at worst duty sex. He looks either revolted or bored every time she touches him.There are just great performances and interesting characters all around. Unpopular opinion here - I never thought Gloria Swanson was a pretty woman but she had such severe features that she could come across as an attractive yet unhinged woman for age 50 as Norma. Eric Von Stroheim as Max. He was a great director who lets his obsession with Norma delude them both. And then there is Betty Schaefer the down to earth girl who does the 50s thing and gets engaged to a man the way you would buy a car - she picks something reliable and likeable and omits passion from the equation. And then she finds passion. There could have been a sequel noir with her married to the dull dutiful Artie when she begins to call the mailman by his first name. The postman would only have to ring once in her case. But I digress.This is also a great look at Hollywood and Paramount Studios as it existed in 1950. It's too bad we don't have more actual films from Paramount Studios as it existed in 1950. To me this is a perfect film.,3 September 2021
"""Mr. Wilder I'm ready for my close-up""","Billy Wilder and Charles Brackett were about the best writing team in Hollywood for more than three decades. ""Sunset Boulevard"" shows the men at the pinnacle of their profession. Billy Wilder directed the film with his usual panache at this nostalgic look at a Hollywood that had faded almost a quarter of a century before. If you haven't seen the film please stop reading here.With the advent of the ""talkies"" a lot of film stars of the silent era lost their privileged positions as the most admired people in movies. When the new generation appeared in the scene they were more accessible to the fans that flocked to see the new technique in the movies that came out. One of those movies stars Norma Desmond lives in the past as she never adapted to the new reality which is evident in the way she stays out of the scene dwelling in her antiquated castle on Sunset Boulevard.Enter Joe Gillis the man who never made it into the industry. As a writer all his screen plays were rejected by the studio machinery because they were not what the heads of the production departments wanted to produce or just were plain not interested. Joe Gillis comes into the Desmond mansion by accident and it's an accident he encounters on his way out of it! Tbe egotistical Norma Desmond lives in the her palatial home with Max Von Mayerberg the loyal servant who was himself somebody in the silent era. Norma falls for the young Gillis in ways she never expected but as a desperate woman she wants to possess what she can't otherwise buy even a man going through financial bad times the way Joe Gillis is.Billy Wilder got magnificent performances out of the three principals. William Holden had one of the best opportunities of his film career with Joe Gillis a character he wasn't even scheduled to play but which Montgomery Cliff handed to him in a silver platter when he refused to appear in the picture! Gloria Swanson having experienced that old Hollywood was a natural choice to play Norma which was perhaps the crowning role in her distinguished career. Erich Von Stroheim the great director himself is absolutely wonderful as Von Mayerling.We see some of the silent era stars such as Buster Keaton Hedda Hopper Anne C. Nilsson H.B. Warner as well as Cecil B. DeMille the director of Hollywood epics par excellence.The great musical score of Franz Waxman enhances the film. John Seitz black and white photography brings us back to that time. Ultimately it's the genius of Billy Wilder that keeps things in balance showing a man who understood movies as perhaps the only one that could have directed the classic ""Sunset Boulevard"".",29 August 2005
'Crumbling apart in slow motion.',Down on his luck writer Joe Gillis is desperate for cash one day he breaks down outside the home of reclusive silent actress Norma Desmonde who quickly moves him in and imagines returning to Hollw8.My first time watching it and I was engrossed from start to finish it's a fascinating film the storyline crosses several different genres it's somehow a blend of psychological thriller and horror. You know the conclusion before the film even gets going the rest of the film is focused on Joe Gillie's journey.No wonder this film has such an illustrious reputation it really is a captivating watch. It's haunting it's a bleak reminder that not every Hollywood career was stars and Oscars some careers ended up on the scrap heap.Gloria Swanson delivers an outstanding performance she should have won The Oscar for it those eyes and facial expressions she's fabulous I loved that Charlie Chaplin sequence. William Holden is equally terrific I'd say the same applies Oscar worthy.The acting is of course wonderful but it's also immaculately produced it's very well presented and moves along very quickly it defies its age made all the way back in 1950.10/10.,28 January 2023
She Doesn't Want To Be Alone,"""Sunset Blvd."" is the funniest movie ever made about the saddest of human conditions loneliness.Struggling screenwriter Joe Gillis (William Holden) bounces around Hollywood like a pinball flipped at every turn by the big wheels who ignore his attempts to latch onto their world. Only the repo men want his company. Then he finds himself in the mansion of forgotten screen legend Norma Desmond (Gloria Swanson) decked out as a memorial to someone not yet dead. Norma believes the world awaits her return (""I hate that word"" she says of ""comeback""). In her effort to elude time's heartless march she abandons sanity and bids Joe join her.Billy Wilder's film is a satire of Hollywood with a nod in the direction of Evelyn Waugh's ""The Loved One"" (Norma initially assumes Joe is here to help bury her pet chimp). As a satire it scores points but it's as a twisted love story that it makes its mark as a cinematic masterpiece. Norma fantasizes about her comeback but it's her love of Joe that destroys her. Everyone talks about Joe's self-loathing as a foregone conclusion of his finding himself in Norma's presence and turning himself into a gigolo but I think he's always carrying that dislike around his self-inflicted price for failing to achieve what he wants from life and a prison of loneliness every bit as desolate as Norma's mansion. One might wonder to what extent that more than Norma serves as his ruin.It's also a marvelous black comedy both of tone and out-and-out belly laughs whether it's Joe getting unsolicited advice in the men's clothing shop (""As long as the lady is paying for it why not take the Vicuna?"") or his narrating how gentle people get with a person after he's dead. Holden's especially great in his voice-over work letting every line stick with just the right amount of emphasis and no hint of actorliness.Swanson's all actorliness of course in that magnificent way of hers which provides so much of the empathy and madcap zaniness to the film. Like Gene Wilder in ""Young Frankenstein"" she draws you in with her amazing eyes and makes you laugh and cringe simultaneously at her most emotive outbursts. It's a comic showcase from one not known for comedy or for working in sound.Was Norma always this affected? A glimpse of her in one of her old movies (Swanson again in her unreleased ""Queen Kelly"") shows a retrained luminous presence not at all like the Norma we meet in the story. If this Norma played anyone on the silent screen it would have more likely been Nosferatu. Just watch those hands of hers twist and pull especially when she's drawing Joe deeper in her web.Norma doesn't mean to harm Joe. She just has no idea how real relationships work. To her like mad Max her butler (Erich von Stroheim a curiously shifting centerpiece whose true nature drives the point home) keeping people around is all that keeps her from a chasm of despair. When she talks to Joe or addresses her imagined audience it's not with the coldness of a user but real heart and soul. Unlike Garbo she most emphatically does not want to be alone and we can't help but like her for it.""Sunset Blvd."" makes a subtle brilliant case that staving off loneliness to such a degree makes for a sickness all its own. I'm not sure whether or not that's the most depressing thing about the film but it certainly adds to the power of its singular sting.",10 October 2006
