title,content,date
Great Paintings Come To Life,"Some movies - I wish there were more of them - simply look like a series of great paintings. This film has that look. You could freeze-frame many of the scenes and swear you were looking at a Gainsborough a Vermeer a Hogarth or similar work of art by one the great artists of three to five centuries ago. It's just beautiful.For that we have Director Stanley Kubrick and Photographer John Alcott to thank. Being a three-hour movie there are plenty of wonderful shots to admire too. In addition the costumes are lavish and authentic and the scoring is notable. It's no accident that Oscars were garnered for art/set direction cinematography costume design and scoring. Yeah if you enjoy classical music you'll really enjoy the soundtrack too under the guidance of conductor Leonard Roseman.Not to be overlooked is the fine acting and the interesting and underrated story. I say ""underrated"" because this film from what I've read bored a lot of people and and it was a box-office flop. That's too bad because frankly I found the story (outside of the first 10--15 minutes) to be fascinating. As I watched I kept wondering what strange occurrences will happen next to the lead character ""Redmond Barry/Barry Lyndon"" played beautifully by Ryan O'Neal. (For most of the movie he's called ""Redmond Barry"" so I will refer to him as that.) Overall this was a low-key adventure story about the rise-and-fall of a ""scoundrel"" back in late 18th century Englishman. ""Mr. Barry"" is an Irishmen living in England who winds up dealing with a number of people: Irish English Prussian French. His dealings with these people are bizarre at times. While he mainly is shown doing what he can to promote himself for either monetary gain and prestige of a name and power he's not all bad. There is a compassionate side to him but it only shows itself in small doses. It makes him all the more interesting to watch because you don't always know how he's going to react to his circumstances which change radically every few years.We witness his rise to prominence and then his fall when his ""sins begin to find him out"" as the Bible would describe. It's quite a roller coaster ride.This is an emotional involving story and a feast for the eyes and ears. It's quite different too certainly not the average fare from Kubrick. I can only hope this comes out on a high-definition disc some day. Admirers of this film need to see this in all its glory.",20 April 2009
I can't believe that there are people who find this dull.,"In fact it's one of Kubrick's most gripping pictures with a narrative drive second only to that of ""Dr. Strangelove"" (and it's unquestionably a more glorious creation than say anything he made in the 1950s). English director Michael Powell (while attributing a similar failing to one of his own works) says that Kubrick fell into ""the trap of the picturesque"" but while I admire Powell as a creator the judgment is absurd: at the VERY least each lush image shows us people not just occupying a part of the screen but inhabiting a world and tells us much about their relation to that world. Many shots are indeed amazing and beguile the eye but they don't have the effect they do simply because they would make nice postcards.THIS I feel sure (without having read Thackeray) is the proper way to adapt a long story from novel to screen. Each scene is either allowed as much time as it needs to make its point and its impact or it's cut altogether - you won't catch Kubrick skating too quickly over his material for no better reason than to fit it all in. The third-person narration (consisting of witty beautifully crafted sentences - it's about time I did read Thackeray) almost performs a kind of dance with the images gliding in just when we need it taking a step back when we don't. (So rarely is even third-person narration used so well.) And as always Kubrick's musical sense is unerring. My impression at the time was that I was listening to mid-eighteenth century music that gave way to pieces from the classical era as the hero started to move in higher and higher circles. I was more or less right. But then I noticed Schubert's name in the credits - and I realised with a start that I'd been listening to had even started tapping my feet to a Schubert piece I was familiar with without the anachronism registering.It's a pity Kubrick stopped making epics after this. Look at the ones he's responsible for: ""Spartacus"" (not a project Kubrick was fond of admittedly but still the most magnificent of all Roman epics) ""2001"" (the most magnificent of ALL epics) and ""Barry Lyndon"". The last of the three is by no means a poor cousin.",11 March 2002
""" good or bad handsome or ugly rich or poor they are all equal now"".","The beauty the depth and the mystery of this film are unsurpassable - what Kubrick was doing with light is just a miracle. Special lenses were designed to shoot interiors and exteriors in natural light. In one scene Barry (Ryan O'Neil) was having a dinner with a German woman who was feeding her baby and the candle light made the whole scene look like a Caravaggio's painting. This is just one of many scenes. Each of them is perfection and harmony. Costumes and sets were crafted in the era's design. Age of Enlightenment with its gallantry wars and duels had been recreated in the film with the precision of the celebrated landscape and portrait masters of the period such as Thomas Gainsborough; Sir Joshua Reynolds founder of the Royal Academy of Arts; George Romney to name just a few. If nothing else watching BL is pure aesthetic delight - and there is one man who responsible for it Stanley Kubrick. If ever divine film was made ""Barry Lyndon"" was it and Kubrick could've quoted the Bible - ""God looked at everything he had made and he found it very good"".I've read the comments and articles that call ""Barry Lyndon"" cold slow boring ""the collection of pretty pictures' ""flawed"" masterpiece and the most ridiculous one ""glittering ornament with a hollow center"". I simply can't understand it. ""Barry Lyndon"" is the most compelling and compassionate realization of the inevitable finality of everything in this world which was presented by the visionary director with elegant sensual melancholy. Stanley Kubrick known for his detached seemingly remote and non-sentimental style chose to reach out to his viewer directly during the epilogue ""It was in the reign of George III that the aforesaid personalities lived and quarreled good or bad handsome or ugly rich or poor they are all equal now"". I don't recall any other movie that would illustrate the old wisdom ""everything will pass"" in such sublime and deeply moving way.",18 May 2007
The World of Stanley Kubrick: A young rapscallion makes good in 18th century Europe.,"Barry Lyndon (1975) has to be Stanley Kubrick's most realized project that he has ever taken. A big task for the maverick director. For a film like this to be made during the free wheeling seventies had to take some big stones. One must admire Mr. Kubrick for even trying to produce and direct such a complex and expensive film that had all the ear markings of a financial and personal disaster. Not only did Kubrick manage to out do his last epic ""2001"" but he has created a movie that not only showcases the untapped acting abilities of Ryan O'Neil but a beautifully lensed film that uses minimal lighting  gorgeous sets perfect balance positioning and meticulous timing. I have never seen such a magnificent film such as this one. Every shot and frame plays out like an eighteenth century oil painting.A young Irish man of lower class has the strangest quirk of luck. After participating in an illegal duel young Barry is forced to flee from his home village. After being accosted by some gentlemanly highway robbers Barry winds up cross country and becomes a conscripted soldier. Rising in rank Barry is sent to fight in the Seven's Year War. Whilst in battle he watches his friends and fellow soldiers being slaughtered in combat due to poor tactics and leadership. Having enough of this life of hardship and struggle Barry uses his god given talents to do what he has to do in order to survive and become a man of proper social standing.I was very impressed with this movie. I've put off watching this film until recently. Some have told me how long and boring this movie was. Others have said it was pretty self serving and not worth watching. But after seeing part of it on T.C.M. I just had to find a copy of my own. The film is over three hours in length but they go by very quickly because Barry's story is so captivating. Kubrick poured his heart and soul into this film. The results are on the screen. He's clearly a master film maker. His reputation is cemented forever with this movie. Ryan O'Neil impressed the hell out me with his role as Barry Lyndon. He gives the character some dignity and depth that no other actor could have possibly given to the title role.Overall I would have to give this film one of my highest recommendations. This is one of my top ten films of all time. If people tell you not to watch this masterpiece ignore them. I advise you to get a copy and enjoy. For a film like this you need to set aside a weekend afternoon to fully appreciate a film such as this. Believe me you will not regret it.Highest recommendation possible.It doesn't matter whether you watch it on D.V.D. or V.C.D. because the transfers are excellent on either format.",3 November 2004
A man at war with the cosmos,"Kubrick's ""Barry Lyndon"" project was initially a project about Napoleon Bonaparte. Simply titled ""Napoleon"" the film aimed to portray the life of a lowly man who had seemingly conquered his environment. Like an obsessive film director (guess who) Napoleon tamed his surroundings forcing the cosmos to bow to his own singular vision.Kubrick envisioned this film as being awash with intricate plans strategies military formations and animated schematics. His Napoleon was a man who took control and waged war not against the Spanish Russians or Italians but against an indeterministic malevolent universe. But of course like Johnny Clay in ""The Killing"" Napoleon does eventually fail. He suffers a series of military defeats which leads to him realising that even without his obsessive micromanagement all his battles would have achieved the same results. Variables far beyond his reach governed the final outcome.The Napoleon project failed to materialise for various financial reasons. Always the pragmatist however Kubrick then decided to make the complete thematic opposite of Napoleon.And so we have ""Barry Lyndon"". Unlike Napoleon Barry doesn't scheme or try to force things into position. A man at the mercy of (or oblivious to) the cosmos he does as told taking fortunes and misfortunes as they occur.While Kubrick's ""form as content"" approach dictated that Napoleon be awash with intricate plans. . .plans in which a mere man seemingly thwarts nature (a largely Gnostic nature that is evil malevolent and hostile) Barry Lyndon's ""form as content"" approach dictates that Kubrick's universe completely subvert Barry the man.And so we have a cosmic tragedy in which the very form of the film attempts to reduce man to nothingness. Kubrick's painterly canvas locks his actors into predetermined compositions such that they appear to have no free-will unable to break free. He portrays the universe (director) as the ultimate artist its beautiful brush-strokes concealing its suffocating ugliness life itself portrayed as being the artistic result of the universe's unmappable web of rules and formulae.Similarly each event in the film is portrayed as being the direct result of some prior occurrence. The first scene highlights this continuous past/present relationship. Watch too how the clouds trees and walls in the first shot ""frame"" Barry' father; man is a spec on the horizon playing his ritualised games as the cosmic order engulfs him. Likewise the character's are all bound by duty and rigid social roles. Their lives are ritualised robotic learnt and rehearsed. While ""Dr Strangelove"" and ""2001"" are swathed in birth and sex imagery here Kubrick uses a semiotic fabric of chance. Every scene is awash with games of chance duels courtship cards gambling luck etc all of which bolster the notion of fate on Barry's life.Even the narrator subverts Barry's story. While the acting and visual compositions attempt to relegate Barry to the background the narrator attempts to undermine his tale by negating all drama and tension. Why are you watching this man he says? He is nobody. (""Though this encounter is not recorded in any history books it was memorable enough for those who took part"") Of course visually the film is unsurpassed. But this is a film in which beauty and cosmetics seduce us away from innate malevolence. This is a Schopenhaueren world in which finiteness is at war with the infiniteness of Time and Space. A world in which the present is constantly Becoming without Being man a desire machine continually wishing without being satisfied his efforts always thwarted victory rarely won. Time and the transitoriness of all things are merely the form under which the will to live has revealed to Time the futility of its efforts. In this world no man is happy always living in expectation of better things always striving or demanding ""satisfaction"". A world in which man accepts the present as something that is only temporary and regards it only as a means to accomplish his aims. Beauty sensuality aesthetics splendour and riches are thus futile attempts to escape the inherent misery. Disillusion behind illusion.Thus Kubrick places emphasis on the landscape and background to such an extent that his visual style subverts the character's on screen drama. Typical cinematic language is therefore REVERSED such that we have a BACKGROUND which is constantly fighting to drown out Barry's FOREGROUND story. Expanding the metaphor further and we have a universe which gradually dwarfs and suffocates Barry's life.Kubrick's constant use of long zoom ins and zooms outs further highlights this theme. Here is man ZOOM OUT. . .and here is man put in context. The irony is that whenever Barry attempts to assert himself over this natural law he's punished terribly.The most severe punishment occurs during the duel at the end of the film. After a misfire fate rolls in Barry's favour giving him the opportunity to shoot his opponent down. But no. Refusing yet again to be a pawn Barry altruistically chooses to exhibits free will at its most pure. He sacrifices himself. And of course he's punished dearly for this. Frozen in time he's robbed of his leg immobilised pinned in place by history no longer able to prowl his pretty canvas.And so the entire film is about the inevitability of loss. Barry loses his father in the first shot his first love (cousin) in the next. He loses his home his family his surrogate father (the general) his second surrogate father (chevalier) his son his wealth and finally his leg. With the loss of his leg he is then literally frozen as ""art"". As historical image. Significantly the only object in the film able to outpace Kubrick's zoom out is a coffin which moves inexorably toward the moving camera. As death is constant all history is about loss.20/10 - Doomed to never be fully appreciated.",18 July 2007
Death Or Glory - Just Another Story,"In terms of story this is on the surface at least the simplest thing Kubrick ever made. However in terms of the technical aspect it must have been one of his most challenging. The plot is basically about how greed arrogance and ignorance can easily become the ruin of a man. The story itself is well told but mostly quite simple as I said. The humor keeps us interested in the story as does its undeniable visual beauty. It is not a stretch to say that this must be among the most beautiful looking films ever made. Every scene is filmed in all natural light whether it be by sun or fire and the landscapes and architecture handpicked by Kubrick himself are amazing. As in all Kubrick films so much attention to small details equates to a great result in the end. Spielberg himself has called this film ""possibly the most beautifully shot film in history."".In terms of story it's entertaining in terms of it's technical achievement the film is a landmark. Even for all the story's simplicity there is a startling statement in the film that certainly can give the viewer real pause and thought. The finality of this world the equality of all things in the end. It is certainly an interesting powerful and very humbling down to earth observation. It is the kind of worldly observation that could perhaps lead some people to ruin and yet lead others to strive for perfection. Perhaps that is part of Kubrick's thinking here a Kubrickian challenge if you will as he certainly was always an artist that was challenging his viewers. That through this observation people may become more aware of what they're leaving behind in this world...as one day we will all equally be gone. For all the things written about this film it is probably not nearly as unimportant of a story as many critics have said of it. Then again critics and moviegoers alike have long been trying to catch up to Stanley and never the other way around. 8.5/10.",21 August 2021
A tale of love war and power,While this is in my opinion not the best of Kubrick's films it is in no way a bad film of his... some have claimed it is overlong and dull but I don't think so. From what I've heard it does the novel justice and I believe that is what Kubrick went after more than anything else. That is admirable for a man who throughout his career was known for making unfaithful film adaptations of famous and popular novels much to the dismay of the authors. The film perfectly presents everything from the time period in which it takes place... something that few if any other films have accomplished. It deals with the life of Redmond Barry his ups and downs. The first half has us feeling sympathy with him and shows his rise to a high position and gain the name Barry Lyndon and everything that entitles. The second seems to turn us a little more against him as he goes through the expected downfall that must always follow an unexpected rise to high life. Through the film he gets desensitized and careless. We follow him through most of his life and an uneventful one it is not. As all other Kubrick films the visual side is probably the most prominent one of the film as he grants us several long looks at the beautiful sets and locales and there are more than a few of his trademark shots slowly zooming out from the focus point to display the surroundings. The plot is great and almost constantly developing. It is narrated with a good sense of irony and clever social satire on the time period. There's plenty of humor in the film to make the three hour run-time seem less long. The pacing is good and thorough without the film being slow(though I do admit that it isn't a film for those who are not used to long visual films). The characters are well-written and credible. The acting is excellent all the way. Not even the child-actors seemed less than perfectly convincing. The costumes and sets are great. From what I understand there is no detail in the film that is even slightly historically inaccurate. That is quite impressive for a film that takes place about a century and a half before it was made. I have heard of great deals of work done to keep many films accurate but I don't believe one exists that manages to do so with such perfection as this. Even the very language that they speak is accurate. The special effects in the film also deserve mention here... for a film that is almost thirty years old it's impeccable how believable and convincing the effects are... I couldn't tell how most of them were done. Kubrick was indeed one of the most brilliant directors ever... he was not only a master at his craft he was also one of the most innovative and inspiring film-makers to have ever lived. I recommend this great piece of cinema to anyone who has an interest in the time period the film is set and any fan of Stanley Kubrick. Don't miss this one. Not his greatest but a truly great one nonetheless. 10/10,18 December 2004
Opulent costume drama from the great filmmaker,Kubrick's adaptation of Thackeray's Barry Lyndon sharply divides fans of the great director's work as the languid pace and seemingly interminable running time -- not to mention Ryan O'Neal's questionable performance in the title role -- are cherished by some and deplored by others. Little argument will be made against John Alcott's Academy Award-winning cinematography or Ken Adam's production design however and Kubrickian motifs are manifest in the gallery of characters' wide-ranging displays of cowardice guile duplicity avarice jealousy greed and cruelty. Marisa Berenson is terribly short-changed in her role as the Lady Lyndon but a number of other performers are given the opportunity to create a handful of memorable moments -- especially Arthur O'Sullivan (albeit briefly) as the charming intelligent highwayman and Patrick Magee as the Chevalier. Love it or hate it Barry Lyndon will remain essential viewing for aficionados of the director who enjoys taking his usual shots at the more discouraging aspects of human behavior.,24 August 1999
Lavish engrossing picaresque,"(Note: Over 500 of my movie reviews are now available in my book ""Cut to the Chaise Lounge or I Can't Believe I Swallowed the Remote!"" Get it at Amazon.)Stanley Kubrick's beautifully opulent production takes many liberties with William Makepeace Thackeray's picaresque romance The Memoirs of Barry Lyndon Esq (1843) narrated in the first person depicting events from the eighteenth century. In particular Redmond Barry who becomes Barry Lyndon is something of an admirable rake whereas in Thackeray's novel he is a braggart a bully and a scoundrel. No matter. Kubrick in keeping with a long-standing filmland tradition certainly has license and Thackeray won't mind.Ryan O'Neal is the unlikely star and he does a good job rising from humble Irish origins to the decadence of titled wealth employing a two-fisted competence in the manly arts including some soldiering some thievery at cards and a presumed consummate skill in the bedroom. Marisa Berenson plays Lady Lyndon whom Barry has managed to seduce; and when her elderly husband dies she marries Barry thus elevating his social and economic station in life. But Barry is rather clumsy at playing at peerage and bit by bit manages to squander most of the Lyndon fortune until his stepson Lord Bullingdon (Leon Vitali) grows old enough to do something about it.This really is a gorgeous movie thanks to the exquisite sets and costumes and especially to John Alcott's dreamy cinematography and a fine score by Leonard Rosenman. The 184 minutes go by almost without notice as we are engrossed in the rise and fall of Barry's fortunes. There is fine acting support from Patrick Magee as the Chevalier de Balibari and Leonard Rossiter as Captain Quinn and a number of lesser players who through Kubrick's direction bring to life Europe around the time of the Seven Years War (1754-1763) when decadence and aristocratic privilege were still in full flower.The script features two dueling scenes the first showing the combatants firing at one another simultaneously at the drop of a white kerchief the second has Barry and his stepson face each other ten paces apart but due to the flip of a coin the stepson fires first. Both scenes are engrossing as we see the loading of the pistols with powder ball and ramrod and we are able to note how heavy the pistols are and how difficult it must be to hit a silhouette at even a short distance. It is this kind of careful attention to directional detail that absorbs us in the action and makes veracious the story. Notice too the way the British soldiers march directly en mass toward the French guns. They actually used to fight battles that way! Also note the incredible pile of hair atop Lady Lyndon's head. Surely this is some kind of cinematic record. Bottom line: one of Kubrick's best certainly his most beautiful film.",6 February 2002
A film so easily dismissed,"In the midst of the many wonderful films made by Stanley Kubrick it is strange to note how rarely people mention ""Barry Lyndon"".The film portrays an unusual young Irish man Redmond Barry and his endeavours as he is forced to leave his home and tries to make good his life elsewhere. His life away from home starts out as a career in the British Army; only to evolve in surprising ways and lead to as different places as a position of trust within the Prussian Army and later a title of nobility gained by what our time can only measure as rather disgraceful means.Some consider Barry Lyndon a slow and tedious film  and it is in deed past three hours in length but this is because of the artistic flow of a film that strays not only to tell a tale about a man who is by no means neither hero nor villain but also a film which is in no hurry and takes the time for every detail to sink into the mind and heart of the viewer. Some of the scenic images in ""Barry Lyndon"" are in themselves pieces of art rendered with a passion for the landscapes and the man-made structures within them.The myth that all scenes were recorded using no artificial lighting no doubt stems from the very realistic lights during indoor takes and some of them truly did not feature artificial light. This is but one of the many details that so easily conveys a sense of a realistic portray of the era; the 18th century and the time after the seven-year war in the later half of the century. The impressive atmosphere and the wonderfully picturesque scenarios along with the fact that the entire plot moves at a calm pace makes this film a very pleasant experience.""Barry Lyndon is"" amidst Kubricks' many masterpieces a film so easily dismissed due to length and the fact that it is overshadowed by others but I deeply recommend this film to anyone who would like to see a film both for the plot line the story and the pure enjoyment of the images presented. Stanley Kubrick made many great films  and this one is most definitely one of them! KimotoCat",24 January 2005
