title,content,date
Stop the Abuse,"An incredibly creative piece of cinema. It incorporates an amazing fantasy world with the realities of war. It gives its protagonist a way of surviving and continuing on with a life after she could have lost everything. The visuality is striking creating a world like we've never seen. There is an amazing use of computer generated images. Everything in this film is in balance as it shifts between fantasy and the horrors of the civil war under Franco. Del Torro is a director of the first order. If you don't like him try to realize that he takes chances and there are always naysayers out there who want to tear down that creativity. Imagine Stravinsky stopping after ""The Rite of Spring"" because the Philistines who are stuck in the past couldn't give it its due or at least have some optimism.",8 January 2017
Between the violence of the real world and charm of the Fantasy. ⭐,I know not everyone should like this movie as I am. I actually don't like this type of Fantasies. I like Fantasy movies that are belong to another Fictional Universe. Making a Fantasy movie in our world were not a great idea for me. But this movie shows you the real world makes you feel the reality and all the bad things in the world. Then shows you a great land I don't know like a Heaven. You're traveling one to another. You're seeing another aspect all the time.That is why this movie is so unique. It doesn't bring you another world. Bring the another world to your world. And somehow It manages to doing that so perfectly.Not only these but this movie has amazing fictonal characters. The terrifying villain the innocent daughter that deserves to see miracles the mother that doesn't have a choice the creatures with unique visuals.Acting costumes makeups editing are pretty good. But the Screenplay Scores and Cinematography are just brilliant. Totally worth to see you'll see another type of Fantasy with this movie.,2 March 2023
A fey beautiful and dark masterpiece,Set during Franco's mopping up exercise after the Spanish Civil War Guillermo Del Toro's Pan's Labyrinth is a wonderful dark fairy tale that in a metaphor for Spain itself teeters on the edge of nightmare dreamscapes of corruption violence and the death of innocents.This film is definitely not for young children. Although the fantasy sequences are gorgeously realised and are fairy tales in the truest sense (in that they are dark fey dangerous and violent) most of the story (about three quarters of it in fact) exists outside of the dreamland in the even more frightening (and sometimes shockingly violent) world of a real life struggle of ideas and ideology.Sergi Lopez is excellent as the brutal (and possibly sadistic) Falangist Captain tasked with routing out the remaining leftists from the woods and hills of Northern Spain. Into this precarious situation come his new wife (a widow of a former marriage who is carrying his son) and his stepdaughter Ofelia (played to absolute perfection by the then 11 year old Ivana Baquero).Uncomfortable with her new surroundings suspicious of her stepfather and desperately concerned about the worsening condition of her mother Ofelia uncovers a strange alternative world and the chance to escape forever the pain and uncertainty of her everyday life.Thus the film alternates between the world of Civil War Spain and the increasingly bizarre dark and frightening world of the Pan's Labyrinth. As the twin plots progress they intertwine with the tasks of Ofelia becoming the choices faced by a Spain at the crossroads. The poignancy of the film lies partly in the fact that the victories of the child are reflected so starkly by the failures of the adult world.Apparently Pan's Labyrinth won a 20-minute standing ovation at Cannes when it was shown. This may be a little bit over the top. I suspect when the furore has died down some will choose to swing the pendulum back and criticise it for its more obvious faults. Much of the film is derivative. There are few ideas in the film's magical dreamworld that haven't been seen before. There are also few ideas in the film's depiction of the Civil War that can't be read in Satre or Orwell; can't be viewed in Picasso's Guernica; or can't be watched in Land and Freedom.For all the evident truth of these observations to accept them would be to entirely miss the majesty of Pan's Labyrinth which doesn't lie in its originality but its absolute mastery of execution. People will watch Pan's Labyrinth in a way that most won't watch Land and Freedom. In doing so they will also discover a world of fairy tales which existed before Disney sunk its claws into them: a dangerous world where nothing is as it seems and every step is a possible death  a place which may leave even adults shivering under the duvet part in terror part in wonder. And all this backed up by the finest cinematography I've seen.The only real faults I am prepared to allow for this film is a slight tendency (particularly at the end) for a Narnia-like moralism and the fact that the faun is perhaps is not quite wild enough! These are eminently forgivable though. This is easily the best film I've seen this year and a must see on the big screen.,23 November 2006
Just magical,I saw the film at FrightFest in London a couple of days ago and was pretty well sure I'd be seeing something special - but I ended up seeing a film that is downright extraordinary. Brutal but beautiful magical yet earthy it has a remarkable cast with standout performances all round.A special mention must go to Sergi Lopez whose 'Captain Vidal' is indeed one of the most sadistic film creations ever seen. Yet he manages to make the audience understand why he is the way he is ... an astounding performance. Maribel Verdu's quiet but rebellious housekeeper is one of the strongest female roles I've seen in many a year and she is supported by a wealth of talent. Young Ivana Baquero is surprisingly self-assured as 12-year-old Ofelia and I especially liked her almost Alice-like approach to the magical creatures she encounters in the labyrinth. The icing on this warped fairy tale is Doug Jones who gives a towering performance - and in this case literally as well as figuratively - as the guardian of the labyrinth a faun full of grace and charm and latent menace. Although dubbed his Spanish is perfect (Jones speaks not a word of the language) and his physical presence is incredibly powerful as his character teases cajoles and harries Ofelia to fulfil her tasks. He also plays the devastatingly creepy and disgusting 'Pale Man' - a creature that almost equals Vidal in his terrorising habits.But the cast is just one facet of this gloriously photographed film with Javier Navarrete's hauntingly simple score weaving itself into the fabric of a film perfectly edited and written. The brutality of post-Civil War Spain contrasts with the world of magic to which Ofelia is drawn yet everywhere she goes she has choices to make. In fact the film is about choices good and bad and one discovers that no matter how desperate a situation becomes a choice is always available - although that choice may mean one's death. The film is violent - very violent but each moment of brutality although graphic has a purpose - nowhere is it gratuitous.I loved it - as I knew I would - and if the Oscar voters don't give this film at least a nod for Best Foreign Language Film next year then I will know that they have lost any sense of reason or comprehension. Because this film is truly a masterpiece and Del Toro's greatest work to date.,27 August 2006
A masterpiece,"1944. Franco's authoritarian fascist regime is a horrid world for a child barely into her teens. Ofelia retreats into herself finding in her fantasy world the lessons of courage self-discipline and integrity she will need. With her we travel beyond outward appearances through a labyrinth of fears and uncertainties from which Spain will not escape for several decades.A dark brutal fairytale chillingly set in the real world but full of hope and warmth Pan's Labyrinth accomplishes a masterpiece.Our film opens with a momentary shot of Ofelia blood from a nosebleed disappearing as the frames are introduced in reverse. A voice-over takes us back to the time of the Spanish Civil War. Ofelia arrives (with her pregnant mother) at a nationalist military base in the woods and is introduced to her stepfather a vicious commanding officer. Capitán Vidal dispenses arbitrary justice to anyone he suspects is against him. Two suspected rebels caught by his men are summarily executed. Only afterwards is a rabbit discovered in their bag proving their claim that they are just woodsmen (and maybe also a throwaway reference to Alice in Wonderland). Ofelia is unwilling to accept this harsh adult world. She retreats into a labyrinth where she meets a strange Pan-like creatures Fauno who gives her a set of tasks where she has to face some of her darkest fears winning a key for her next task. The story becomes more intense both outside the labyrinth (where Vidal is busy torturing people) and inside where Ofelia has to face the Pale Man - a creature that has plucked out its eyes and can only see by placing them in the stigmata on its hands. Around the walls of the room are pictures of people being cast into hell by the Pale Man (From inference or the director's comments it is apparent that the Pale Man represents authoritarianism whether that of the Fascists or the Church). In Pan's Labyrinth we have a parable about the journey of Spanish society from the 1940s to post-Franco a magical fairytale of stunning beauty a story of the struggle and character development of a child on the edge of puberty and a tense story of battles between Nationalists and Republicans. That they are all welded together seamlessly and precisely in a multi-level narrative is a remarkable achievement and thrilling experience. The sheer artistry recalls Cocteau's La Belle at la Bête. Del Toro sweeps us into a dreamlike poetic vision with a minimum of CGI and a grasp of dialogue that seems almost transcendental. In a brave decision an actor (Ivana Baquero) who is only as old as her character has been used to play the young Ofelia. But as the ethereal figure between two worlds she is also there to cast the earthy characters involved in material battles into more visceral contrast. Editing is crisp throughout without a single frame wasted. Rich colours and unflinching camera-work keep us rooted in the experience whether it is Ofelia crawling face-down in the mud and covered with insects or a hapless victim having his nose smashed in by the Capitán. Yet scenes of tenderness and beauty are equally as moving - Ofelia retreating into her mother's arms a nursemaid powerless to help her republican lover or a doctor performing an act of mercy.The movies like our dreams folklore and imagination are rich with symbols and images that can strike a chord in our deepest being. Artists as well as creators of myths and religion have long employed such symbols to guide and inspire knowing that the conscious mind may accept a sign more easily than rational argument alone.In watching a movie we combine ideas of the real the imaginary and the symbolic to find an inner affinity. And if the filmmaker has done his job properly will feel truly moved.One of the things that can make or break a movie that makes extensive use of symbols is whether those symbols echo in the collective unconscious often through time honoured association or not. Knowledge of mythology or Jungian psychology can make all the difference. Much has been made of the title. Originally 'El Laberinto del Fauno' the translation at first appears sloppy but Del Toro has done his research well. While quipping that it 'just sounded better' a little investigation of classical authorities shows Faunus as a form of the ancient god Pan (Lempriere). Pan the goat-like god that represents a totality of possibilities together with goat-like stubbornness and independence of thought is the perfect symbol. In the film he says ""I've had so many names... I am the mountain the forest and the earth. . . . I am a faun. Your most humble servant Your Highness."" In Greek Mythology Pan also won the affections of a princess under the form of a goat. The freedom of thought (and sexuality) he advocated with the rise of Christianity caused him to be portrayed as the Devil; but we learn his intentions are good whereas the holy-looking Pale Man offers temptation only as an excuse to rip his victims apart. As an aspect of the creative power fauns in mythology also symbolise firm aspiration and human intelligence.The one symbol that Del Torro is less adept in using is that of dying. He tends to use the valid if flawed connotation of redemption-through-death promoted by the religions he disavows but it is a small point that in no way spoils the story.Pan's Labyrinth leads us through parallel stories and themes without once losing its internal consistency. Some audiences may be put off by the idea of using flights of fancy in such a blatant way or sadly by the fact that it is subtitled. Such minor monsters should not get in the way of enjoying the film on a simple entertainment level. Cinephiles on the other hand will not want to miss such a rare treat of talent.",22 November 2006
In Depth Analysis of Interpretations,"Sixth viewing: My appreciation only grows. Interpretations-1st interpretation: Ophelia's world is real- happy ending.If this interpretation is valid we deal with themes of war and disobedience. Here Pan's Labyrinth serves as an allegory against the totalitarian regime of Fascist Spain symbolized by Vidal. Vidal is represented in the fantasy storyline by the Pale Man; they both sit at the end of the table at the feasts and they are both violent and cruel. Furthermore the Pale Man is an allegory to ""Saturn Devouring his Son"" by Fransisco Goya as both Cronus and the Pale Man eat the heads off of their victims first. If Cronus represents the Pale Man and the Pale Man represents Vidal and Vidal represents Fascist Spain Del Toro implies that Fascist Spain is just as cruel as Cronus; like how Cronus devours his own sons Fascist Spain kills their own people.2nd interpretation: Ophelia's world is her imagination- tragic ending (or is it? Some might say that she was better off dead than having to live with her terrible hardships).If this interpretation is valid we deal with themes of self-deception and how reality and fantasy can coexist. Here Pan's Labyrinth explores how Ophelia creates a fantasy for herself to deal with the harsh realities of war. In this case we can interpret the final fantasy sequence as Ophelia's imagination her creation and the world she wished to live. Besides you can tell she is still alive as Del Toro shows her lips quiver right after the fantasy sequence.Observations-*The film features many smooth cuts which Del Toro hides with trees and black screens. This could imply how reality and fantasy intertwine supporting the second interpretation. BUT smooth cuts never go from fantasy to reality or reality to fantasy only fantasy to fantasy or reality to reality. This could suggest the first interpretation where reality and fantasy are separate.*Vidal sees the monster under the bed which supports the 1st interpretation. Yet at the same time he does not see the faun at the end which supports the 2nd interpretation. But again Vidal has just consumed some kind of poison so it may be his hallucinations in which he does not see the faun.*Del Toro never cuts away from the violence emphasizing the brutality of war.*Cinematography is magnificent- dark gloomy blue colors in reality sequences to depict its dreariness while bright vibrant reds and oranges to depict enthusiasm. In the final scenes the reds of blood and explosions stand out because the blues have become so common with the eye. Del Toro consciously had the blood and explosions to stand out to emphasize the violence of war.*Notice how Del Toro establishes tension between Ophelia and Vidal; When Ophelia shakes with the wrong hand Vidal points it out forming an uneasy tone between them. This first encounter between the two main characters in their respective storylines is vital for their relationship in the future scenes especially the climax.Bottom line is both interpretations are valid and Del Toro utilizes both of them to deliver both of their respective themes.As magnificent as this film is there may be authenticity flaws. For example why didn't Mercedes kill Vidal after she escaped? Is she still obedient to Vidal? Then why did he directly disobey his order at the end when Vidal asked to tell his son the time of his death? For me it's clear why Del Toro left these authenticity flaws: to drive the story forward. Attempting to patch these flaws would've been at the expense of pacing and the audience's engagement is more important than plot holes.After all these flaws are more or less hidden; visible only to those who know where to look.",27 May 2018
Wonderful combination of fantasy and reality,Few would dispute that 'Pan's Labyrinth' is one of the best foreign language films of the 2000s but I would go one step further and argue that it's also one of the best modern day fantasy/adventure films in general. There aren't many films that manage to blur the lines between fantasy and reality as effectively as 'Pan's Labyrinth'. The effortless transition between the real world and the underworld and the way the two worlds are interlinked really is something special and I've never seen it done as well before.The combination of a convincing and easy to buy into storyline and the magical fantasy underworld works perfectly. The fact that both parts of the story could easily stand alone without the other and yet go together seamlessly is an indicator of just how good it is. The horror elements also bring something completely different and unexpected to the film though they are tastefully added and never overdone. Overall a wonderful film and one of the best fantasy/adventures of the 00s.,4 February 2018
Beautiful violent magical and sad....,I was fortunate enough to catch Pan's Labyrinth last night as part of the 'Fright Fest' programme in London and was completely blown away. Guillermo Del Toro himself was present to both introduce the movie and to answer questions afterwards. He spoke very passionately about the film and it was easy to see why. Guillermo Del Toro has created something very special - part war movie part fantasy that everyone should see. The film features a fantastic performance by Sergi Lopez as Captain Vidal and as central character Ofelia newcomer Ivana Baquero delivers the performance of a seasoned veteran. If you are the type of person who is put off by subtitled movies don't be. This is a very 'visual' film that does not rely overly on dialogue. This does not open until 24 November in the UK and 29 December in the USA but already I am looking forward to seeing it again (and buying the Special Edition DVD).This is the first time I've felt the need to write a review on here. Do yourselves a favour and go and watch it on the big screen.,25 August 2006
Unexpected brilliance.,"This is a movie with a simple and straightforward plot which contains layers and layers of intelligent writing metaphors and message.To speak further about the script will end up in spoilers and that would be pointless since my very purpose writing this review is to encourage people to see it.This is no small feat interpreting fantasy as something of a product of a real world cross-referencing how the child acts to her real surroundings and the ""other world"" metaphors that describe the accelerated state of growing up some of us are put through... Incredible. Simple straightforward yet there is so much to be appreciated.Those who are saying how it's predictable and thus not enjoyable I ask of you which movie nowadays aren't predictable? Hell even 21 grams was predictable but so damned good. It's not about how it ends you can always predict how a movie would end if you've ever taken a half-decent script writing class or have some common sense. It's always about how well you tell a story.I'm grateful there are still directors who aren't tied down to this new epidemic of including a plot twist simply because they need a plot twist.Pan's Labyrinth features some of the best storytelling and attention to detail without being affected by the now ever-popular opinion of cameras having to be put through several technical difficulties to make the shots eligible to be called a brilliant shot.I am also grateful for them not dubbing it. Watching it in its' original language is much much more rewarding even if I had to rely on the subtitles for most of the time.This is a brilliant movie. Watch it.",14 December 2006
It's good but nowhere near as good as the reviews would have you believe,I had unsurmountable expectations for this one and alas they remain unsurmounted. It didn't even come close. It is an entertaining film but as a whole it feels half-baked. Near the end of the Spanish Civil War a little girl Ofelia is taken with her pregnant mother to an old mill where her new husband a sadistic army captain awaits. At the mill she meets a fairy who leads her to a faun who asks her to perform three tasks so she might take her place as princess of a magical kingdom. It's less a fantasy film than a fairy tale. In that way I suppose I'm obliged to forgive that its fantasy world goes completely unrealized and remains paper thin throughout. Honestly except for a couple of sequences there really isn't a fantasy world. Most of the film takes place in the real world where the Captain is trying to rid the area of some pesky rebels and Ofelia's mother is struggling to survive her difficult pregnancy. What is much harder to forgive though is that Guillermo del Toro extends the two-dimensionality to the Spanish Civil War setting. The Captain is a completely cartoonish bad guy and the situation is seen completely in black and white. I mean we're talking about a real conflict here where many people died. It's kind of insulting. If this were an American made film people would be railing against it. It's also insulting to Spirit of the Beehive on which del Toro has said he based the film. Where Spirit is a gentle yet effective study on the nature of human cruelty Pan celebrates human cruelty with extremely violent sequences which are meant to be enjoyed as they are in action films (the director did of course previously make Blade II and Hellboy). Wow it sounds like I hated this film! I didn't really. I have some ideological problems with it obviously and I wish it were better than it is. But it is an enjoyable little horror/fantasy film. You could do better but you could do worse too.,21 January 2007
